"iso3","iso2","admin1_id","admin2_id","iu_id","location","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier"
"ETH","ET",1948.0,"",3130.0,"school in assassa","",39.25,7.53,4,"","",2005.0,7.0,17.0,48.0,5,48.0,1,48.0,0,2,31353,0.1041666666666666,0.0208333333333333,0.0,0.1158772274633123,50051.638776144195,254,254,254,211
"ETH","ET",1950.0,"",3186.0,"school in assayita","",36.766701,5.28333,4,"","",2005.0,7.0,17.0,49.0,7,49.0,10,49.0,1,2,31392,0.1428571428571428,0.2040816326530612,0.0204081632653061,0.3129311573906199,26509.24219641504,255,255,255,212
"ETH","ET",1950.0,"",3184.0,"school in assosa","",38.4167,6.75,4,"","",2005.0,7.0,17.0,50.0,6,50.0,38,50.0,8,2,31448,0.12,0.76,0.16,0.7760301886792453,0.0,256,256,286,213
"ETH","ET",1941.0,"",3119.0,"school in assosa","",38.700001,9.03333,4,"","",2005.0,7.0,17.0,68.0,0,68.0,31,68.0,12,2,31453,0.0,0.4558823529411764,0.1764705882352941,0.5206633152706143,0.0,257,257,274,214
"ETH","ET",1948.0,"",3189.0,"school in ataye","",40.51,8.81,4,"","",2005.0,7.0,17.0,45.0,4,45.0,12,45.0,0,2,31409,0.0888888888888888,0.2666666666666666,0.0,0.3130677847658979,1033.402141113036,258,258,258,215
"ETH","ET",1951.0,"",3145.0,"school in awash","",39.4608,14.2769,4,"","",2005.0,7.0,17.0,50.0,0,50.0,5,50.0,4,2,31401,0.0,0.1,0.08,0.1622641509433962,0.0,259,259,287,216
"ETH","ET",1951.0,3176.0,19319.0,"school in awassa",52505.0,38.4844027,7.0803218,1,"","",2005.0,"","",50.0,0,50.0,2,50.0,3,2,5330,0.0,0.04,0.06,0.0920754716981132,3579.2259722147214,260,260,260,217
"ETH","ET",1948.0,"",3143.0,"school in awassa","",41.6333,9.11667,4,"","",2005.0,7.0,17.0,47.0,0,47.0,3,47.0,1,2,31379,0.0,0.0638297872340425,0.0212765957446808,0.0790078324521468,2276.445787197428,261,261,261,218
"ETH","ET",1951.0,"",3176.0,"school in awassa","",38.290798,14.0483,4,"","",2005.0,7.0,17.0,50.0,0,50.0,2,50.0,3,2,31443,0.0,0.04,0.06,0.0920754716981132,16191.3207495862,262,262,262,219
"ETH","ET",1950.0,"",3195.0,"school in bahir dar","",37.75,6.9,4,"","",2005.0,7.0,17.0,50.0,15,50.0,5,50.0,1,2,31468,0.3,0.1,0.02,0.360943396226415,0.0,263,263,236,196
"ETH","ET",1948.0,"",3143.0,"school in bahir dar","",42.06,9.1,4,"","",2005.0,7.0,17.0,50.0,10,50.0,17,50.0,3,2,31481,0.2,0.34,0.06,0.4751698113207547,21857.820823952406,264,264,264,220
"ETH","ET",1948.0,3143.0,18850.0,"school in bahir dar",52303.0,37.4143606,11.5820144,1,"","",2005.0,"","",50.0,10,50.0,17,50.0,3,2,5150,0.2,0.34,0.06,0.4751698113207547,4016.4422074992226,265,265,265,221
"ETH","ET",1950.0,3152.0,19242.0,"school in bahir dar",52484.0,37.3613533,11.5742086,1,"","",2005.0,"","",50.0,15,50.0,5,50.0,1,2,5306,0.3,0.1,0.02,0.360943396226415,3815.61670229185,266,266,266,222
"ETH","ET",1945.0,3141.0,18707.0,"school in bako tibe","",41.866699,9.58333,3,"","",2005.0,7.0,17.0,66.0,0,66.0,5,66.0,1,2,31437,0.0,0.0757575757575757,0.0151515151515151,0.084680423445432,0.0,267,267,276,223
"ETH","ET",1950.0,"",22002.0,"school in bambasi","",37.7833,8.28333,4,"","",2005.0,7.0,17.0,49.0,0,49.0,4,49.0,2,2,31424,0.0,0.0816326530612244,0.0408163265306122,0.1123745609140845,28892.338321245352,268,268,268,224
"ETH","ET",1943.0,3180.0,18629.0,"school in bati","",37.383301,5.06667,4,"","",2005.0,7.0,17.0,49.0,1,49.0,3,49.0,0,2,31460,0.0204081632653061,0.0612244897959183,0.0,0.0758331827147493,5587.471369796319,269,269,269,225
"ETH","ET",1948.0,3135.0,19017.0,"school in bati",52511.0,42.0441594,9.4201705,1,"","",2005.0,"","",49.0,1,49.0,3,49.0,0,2,5235,0.0204081632653061,0.0612244897959183,0.0,0.0758331827147493,0.0,270,270,42,41
"ETH","ET",1945.0,3141.0,18707.0,"school in bedeno","",41.8566146,9.5815123,1,"","",2005.0,7.0,17.0,44.0,0,44.0,1,44.0,1,2,31412,0.0,0.0227272727272727,0.0227272727272727,0.0423943552159675,0.0,271,271,234,194
"ETH","ET",1950.0,3153.0,19216.0,"school in bonga",52422.0,36.2468128,7.2671901,1,"","",2005.0,"","",44.0,1,44.0,10,44.0,0,2,5293,0.0227272727272727,0.2272727272727272,0.0,0.2309761422111336,359.5662005159161,272,272,272,226
"ETH","ET",1950.0,"",3153.0,"school in bonga","",37.8833,7.58333,4,"","",2005.0,7.0,17.0,44.0,1,44.0,10,44.0,0,2,31467,0.0227272727272727,0.2272727272727272,0.0,0.2309761422111336,0.0,273,273,291,227
"ETH","ET",1941.0,"",3119.0,"school in bonkie","",38.700001,9.03333,4,"","",2005.0,7.0,17.0,68.0,1,68.0,22,68.0,12,2,31423,0.0147058823529411,0.3235294117647059,0.1764705882352941,0.4255652120481278,0.0,274,274,257,214
"ETH","ET",1945.0,3141.0,18707.0,"school in bore","",41.850142,9.6008747,1,"","",2005.0,7.0,17.0,68.0,0,68.0,0,68.0,2,2,31433,0.0,0.0,0.0294117647058823,0.027746947835738,0.0,275,275,280,228
"ETH","ET",1945.0,3141.0,18707.0,"school in butajira","",41.866699,9.58333,3,"","",2005.0,7.0,17.0,66.0,0,66.0,1,66.0,2,2,31466,0.0,0.0151515151515151,0.0303030303030303,0.0424484987092191,0.0,276,276,267,223
"ETH","ET","","",3126.0,"school in chagne","",36.8333,11.2667,4,"","",2005.0,7.0,17.0,50.0,1,50.0,31,50.0,0,2,31463,0.02,0.62,0.0,0.5920754716981131,1855.8666618210254,277,277,277,229
