"iso3","iso2","admin1_id","admin2_id","iu_id","location","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst","identifier"
"BDI","BI",706.0,6389.0,6389.0,"bitare","",29.333333,-2.883333,1,"school","mapping",2014.0,12.0,14.0,50,2,50,3,50,0,1,23394,0.04,0.06,0.0,0.0920754716981132,7594.089128450823,0,0,0,1
"BDI","BI",715.0,6414.0,6414.0,"buhiga ii","",29.7915,-2.906027778,3,"school","mapping",2016.0,13.0,14.0,50,0,50,9,50,24,1,23577,0.0,0.18,0.48,0.541132075471698,5574.965279097866,1,1,1,2
"BDI","BI",702.0,6378.0,6378.0,"buhina",10243.0,29.438,-3.4523,1,"","",2014.0,"","",47,0,47,12,47,9,1,18499,0.0,0.2553191489361702,0.1914893617021276,0.3753939714888491,5123.092338443237,2,2,2,3
"BDI","BI",717.0,6418.0,6418.0,"buhonga","",30.333333,-3.65,1,"school","mapping",2014.0,12.0,16.0,50,1,50,1,50,0,1,23613,0.02,0.02,0.0,0.0373584905660377,6853.472238316963,3,3,3,4
"BDI","BI",710.0,6402.0,6402.0,"burarana","",30.0882,-2.6908000000000003,1,"school","mapping",2014.0,12.0,15.0,50,1,50,2,50,0,1,23476,0.02,0.04,0.0,0.0558490566037735,0.0,4,4,5,5
"BDI","BI",710.0,6402.0,6402.0,"burarana",10373.0,30.0882,-2.6908000000000003,1,"","",2014.0,"","",50,1,50,1,50,0,1,18630,0.02,0.02,0.0,0.0373584905660377,0.0,5,5,4,5
"BDI","BI",709.0,6396.0,6396.0,"bushoka","",29.808,-3.0943,3,"school","mapping",2014.0,13.0,14.0,50,2,50,4,50,0,1,23438,0.04,0.08,0.0,0.110188679245283,7883.542588803293,6,6,6,6
"BDI","BI",717.0,6419.0,6419.0,"busoro","",30.4327029,-3.2515663,1,"school","mapping",2014.0,12.0,16.0,50,2,50,3,50,0,1,23623,0.04,0.06,0.0,0.0920754716981132,7487.927948228562,7,7,7,7
"BDI","BI",705.0,6387.0,6387.0,"busumanyi","",30.6339,-3.0634,3,"school","mapping",2014.0,12.0,15.0,50,7,50,0,50,0,1,23371,0.14,0.0,0.0,0.1320754716981132,0.0,8,8,9,8
"BDI","BI",705.0,6387.0,6387.0,"busumanyi",10314.0,30.6339,-3.0634,3,"","",2014.0,"","",50,6,50,0,50,0,1,2185,0.12,0.0,0.0,0.1132075471698113,0.0,9,9,8,8
"BDI","BI",715.0,6412.0,6412.0,"butaha","",29.90111111,-2.874833333,3,"school","mapping",2016.0,12.0,15.0,50,0,50,6,49,10,1,23557,0.0,0.12,0.2040816326530612,0.2826338082402772,5007.467545060681,10,10,10,9
"BDI","BI",717.0,6417.0,6417.0,"butezi","",30.182022,-3.3603962,1,"school","mapping",2014.0,12.0,15.0,50,1,50,28,50,7,1,23610,0.02,0.56,0.14,0.593554716981132,4799.66160264073,11,11,11,10
"BDI","BI",710.0,6401.0,6401.0,"butihinda","",30.1857,-2.6413,1,"school","mapping",2014.0,12.0,15.0,50,3,50,5,50,4,1,23472,0.06,0.1,0.08,0.209132075471698,0.0,12,12,13,11
"BDI","BI",710.0,6401.0,6401.0,"butihinda",10305.0,30.1857,-2.6413,1,"","",2014.0,"","",50,3,50,5,50,3,1,18623,0.06,0.1,0.06,0.1931698113207547,0.0,13,13,12,11
"BDI","BI","","",3518.0,"buyenzi","",29.3533,-3.3697,4,"","",1984.0,6.0,16.0,3053,382,3053,537,3053,824,3,28655,0.1251228300032754,0.1758925646904683,0.2698984605306256,0.4467943969891585,0.0,14,14,15,12
"BDI","BI",703.0,"",3518.0,"buyenzi","",29.3533,-3.3697,4,"","",1991.0,6.0,16.0,2706,179,2706,452,2706,330,3,28659,0.0661492978566149,0.1670362158167036,0.1219512195121951,0.2990543642451687,0.0,15,15,14,12
"BDI","BI",709.0,6397.0,6397.0,"buziraguhindwa",10254.0,29.5733,-2.9652000000000003,3,"","",2014.0,"","",50,0,50,0,50,0,1,2207,0.0,0.0,0.0,0.0,1891.016908541867,16,16,16,13
"BDI","BI",715.0,6414.0,6414.0,"bwiza bweranka","",29.884,-2.945111111,3,"school","mapping",2016.0,13.0,14.0,50,0,50,7,50,11,1,23579,0.0,0.14,0.22,0.310566037735849,3759.2827948311424,17,17,17,14
"BDI","BI",702.0,6377.0,6377.0,"bwumba","",29.5145,-3.4234,3,"school","mapping",2014.0,12.0,16.0,50,2,50,26,50,14,1,23225,0.04,0.52,0.28,0.6304,0.0,18,18,19,15
"BDI","BI",702.0,6377.0,6377.0,"bwumba",10240.0,29.5145,-3.4234,3,"","",2014.0,"","",50,2,50,25,50,12,1,2149,0.04,0.5,0.24,0.5992452830188678,0.0,19,19,18,15
"BDI","BI",703.0,"",3480.0,"cibitoke","",29.378,-3.335,4,"","",1984.0,6.0,16.0,697,194,697,63,697,114,3,29166,0.2783357245337159,0.0903873744619799,0.1635581061692969,0.4254059609916598,0.0,20,20,21,16
"BDI","BI",703.0,"",3480.0,"cibitoke","",29.378,-3.335,4,"","",1991.0,6.0,16.0,2859,489,2859,217,2859,174,3,28662,0.1710388247639034,0.0759006645680307,0.0608604407135362,0.2646973691169395,0.0,21,21,20,16
"BDI","BI",703.0,6381.0,6381.0,"cibitoke ii","",29.3769066,-3.3422586,3,"school","mapping",2014.0,12.0,16.0,50,0,50,0,50,5,1,23256,0.0,0.0,0.1,0.0943396226415094,818.498066564636,22,22,22,17
"BDI","BI",704.0,6384.0,6384.0,"condi","",29.8279,-3.8073,3,"school","mapping",2014.0,12.0,15.0,50,0,50,19,50,1,1,23312,0.0,0.38,0.02,0.370188679245283,0.0,23,23,24,18
"BDI","BI",704.0,6384.0,6384.0,"condi","",29.8279,-3.8073,3,"school","sentinel site",2009.0,6.0,16.0,389,3,389,182,389,38,1,23309,0.0077120822622107,0.467866323907455,0.0976863753213367,0.493916510864293,0.0,24,24,23,18
"BDI","BI",704.0,6384.0,6384.0,"condi","",29.8279,-3.8073,3,"school","sentinel site",2008.0,6.0,17.0,296,6,295,93,296,24,1,23308,0.0202702702702702,0.3152542372881356,0.081081081081081,0.3618195676899728,0.0,25,25,23,18
"BDI","BI",704.0,6384.0,6384.0,"condi","",29.8279,-3.8073,3,"school","sentinel site",2007.0,6.0,20.0,300,4,300,93,300,39,1,23307,0.0133333333333333,0.31,0.13,0.3846264150943396,0.0,26,26,23,18
"BDI","BI",704.0,6384.0,6384.0,"condi","",29.8279,-3.8073,3,"school","sentinel site",2010.0,5.0,17.0,424,3,424,129,424,27,1,23310,0.0070754716981132,0.3042452830188679,0.0636792452830188,0.3331695579022685,0.0,27,27,23,18
"BDI","BI",704.0,6384.0,6384.0,"condi","",29.8279,-3.8073,3,"school","sentinel site",2011.0,6.0,18.0,410,1,410,113,410,22,1,23311,0.0024390243902439,0.275609756097561,0.0536585365853658,0.2982561111121757,0.0,28,28,23,18
"BDI","BI",714.0,6410.0,6410.0,"ecofo kibimba i","",29.62705556,-3.582222222,3,"school","mapping",2016.0,10.0,14.0,48,1,48,9,48,3,1,23532,0.0208333333333333,0.1875,0.0625,0.2397645194575471,3147.5723246758134,29,29,29,19
"BDI","BI",714.0,6411.0,6411.0,"ecofo kibumbu ii","",29.74636111,-3.532416667,3,"school","mapping",2016.0,11.0,13.0,50,0,50,7,50,2,1,23542,0.0,0.14,0.04,0.1645283018867924,132.26798685576833,30,30,30,20
"BDI","BI",715.0,6413.0,6413.0,"ep kidasha","",30.05902778,-2.787166667,3,"school","mapping",2016.0,12.0,14.0,50,0,50,4,50,7,1,23566,0.0,0.08,0.14,0.1969811320754717,5427.6856533871,31,31,31,21
"BDI","BI",715.0,6413.0,6413.0,"ep kigomero","",30.02330556,-2.922305556,3,"school","mapping",2016.0,12.0,14.0,50,1,50,6,50,4,1,23567,0.02,0.12,0.08,0.1948981132075471,3074.8277582063156,32,32,32,22
"BDI","BI",715.0,6413.0,6413.0,"ep myando","",29.99461111,-2.939888889,3,"school","mapping",2016.0,12.0,14.0,50,1,50,9,50,8,1,23568,0.02,0.18,0.16,0.3065811320754716,3747.609312633924,33,33,33,23
"BDI","BI",704.0,6385.0,6385.0,"ep kizuga","",29.54527778,-3.760277778,3,"school","sentinel site",2017.0,6.0,15.0,120,0,120,16,120,0,1,23340,0.0,0.1333333333333333,0.0,0.1257861635220125,0.0,34,34,151,24
"BDI","BI",702.0,6377.0,6377.0,"ep maramvya","",29.34833333,-3.296666667,3,"school","sentinel site",2017.0,6.0,15.0,120,2,120,1,120,4,1,23226,0.0166666666666666,0.0083333333333333,0.0333333333333333,0.0541186233403214,4756.803664637353,35,35,35,25
"BDI","BI",706.0,6388.0,6388.0,"ep mirombero","",29.30416667,-2.971666667,3,"school","sentinel site",2017.0,6.0,15.0,120,0,120,1,120,1,1,23376,0.0,0.0083333333333333,0.0083333333333333,0.0156577568134171,5404.173381260157,36,36,36,26
"BDI","BI",704.0,6385.0,6385.0,"ep mudende","",29.51333333,-3.891388889,3,"school","sentinel site",2017.0,6.0,15.0,120,0,120,2,120,1,1,23341,0.0,0.0166666666666666,0.0083333333333333,0.0234538784067085,0.0,37,37,196,27
"BDI","BI",711.0,6403.0,6403.0,"ep mugeni","",30.05777778,-4.119166667,3,"school","sentinel site",2017.0,6.0,14.0,120,1,120,3,120,0,1,23482,0.0083333333333333,0.025,0.0,0.03125,420.5040320855479,38,38,38,28
"BDI","BI",706.0,6388.0,6388.0,"ep munyika","",29.12083333,-2.831111111,3,"school","sentinel site",2017.0,6.0,15.0,120,0,120,0,120,0,1,23377,0.0,0.0,0.0,0.0,6328.112121390441,39,39,39,29
"BDI","BI",701.0,6376.0,6376.0,"ep musenyi","",29.40444444,-3.195833333,3,"school","sentinel site",2017.0,6.0,14.0,120,0,120,0,120,0,1,23211,0.0,0.0,0.0,0.0,0.0,40,40,250,30
"BDI","BI",704.0,6385.0,6385.0,"ep nyamibu","",29.39722222,-3.896944444,3,"school","sentinel site",2017.0,5.0,15.0,120,6,120,2,120,1,1,23342,0.05,0.0166666666666666,0.0083333333333333,0.0694509958071278,337.0855603194401,41,41,41,31
"BDI","BI",717.0,6418.0,6418.0,"ep nyamusasa","",30.39111111,-3.675555556,3,"school","sentinel site",2017.0,5.0,14.0,120,5,120,3,120,2,1,23614,0.0416666666666666,0.025,0.0166666666666666,0.0766018081761006,0.0,42,42,290,32
"BDI","BI",704.0,6385.0,6385.0,"ep rukinga i","",29.44083333,-3.964166667,3,"school","sentinel site",2017.0,6.0,15.0,120,4,120,5,120,2,1,23343,0.0333333333333333,0.0416666666666666,0.0166666666666666,0.0840103074772886,0.0,43,43,317,33
"BDI","BI",701.0,6375.0,6375.0,"ep ruzibira","",29.41805556,-2.9847222220000003,3,"school","sentinel site",2017.0,6.0,17.0,120,0,120,5,120,0,1,23199,0.0,0.0416666666666666,0.0,0.0393081761006289,0.0,44,44,338,34
"BDI","BI",707.0,6393.0,6393.0,"gahe","",29.8497,-3.5867,3,"school","mapping",2014.0,13.0,14.0,50,0,50,25,50,2,1,23418,0.0,0.5,0.04,0.490566037735849,11528.309768067173,45,45,45,35
"BDI","BI",713.0,6409.0,6409.0,"gahemba i","",30.2794444,-3.4186111,1,"school","mapping",2014.0,11.0,14.0,50,9,50,3,50,3,1,23523,0.18,0.06,0.06,0.2598566037735848,0.0,46,46,47,36
"BDI","BI",713.0,6409.0,6409.0,"gahemba i",10328.0,30.2794444,-3.4186111,1,"","",2014.0,"","",50,7,50,3,50,3,1,18663,0.14,0.06,0.06,0.2265132075471697,0.0,47,47,46,36
"BDI","BI",716.0,6415.0,6415.0,"gakungu","",30.3211533,-3.7509575,3,"school","mapping",2014.0,13.0,14.0,50,9,50,3,50,0,1,23590,0.18,0.06,0.0,0.2162264150943396,9557.30056995558,48,48,48,37
"BDI","BI",706.0,6388.0,6388.0,"gasenyi","",29.2,-2.966667,1,"school","mapping",2014.0,12.0,15.0,50,2,50,0,50,0,1,23378,0.04,0.0,0.0,0.0377358490566037,11609.165429610406,49,49,49,38
"BDI","BI",713.0,6407.0,6407.0,"gasorwe ii","",30.2209801,-2.8521841,1,"school","mapping",2014.0,12.0,14.0,50,1,50,21,50,16,1,23513,0.02,0.42,0.32,0.5787622641509432,0.0,50,50,51,39
"BDI","BI",713.0,6407.0,6407.0,"gasorwe ii",10219.0,30.2209801,-2.8521841,1,"","",2014.0,"","",50,1,50,21,50,15,1,2234,0.02,0.42,0.3,0.5680377358490565,0.0,51,51,50,39
"BDI","BI",713.0,6407.0,6407.0,"gasorwe iii","",30.2209801,-2.8521841,1,"school","mapping",2014.0,13.0,14.0,50,2,50,13,50,6,1,23514,0.04,0.26,0.12,0.3536301886792452,0.0,52,52,50,39
"BDI","BI",710.0,6402.0,6402.0,"gatanga","",29.7929048,-4.3495219,1,"school","mapping",2014.0,12.0,15.0,50,6,50,0,50,0,1,23477,0.12,0.0,0.0,0.1132075471698113,6845.351759426404,53,53,53,40
"BDI","BI",708.0,6395.0,6395.0,"gatonde",10334.0,30.1773,-3.2562,3,"","",2014.0,"","",50,0,50,4,50,0,1,2202,0.0,0.08,0.0,0.0754716981132075,5395.943688668257,54,54,54,41
"BDI","BI",704.0,6384.0,6384.0,"gatwe","",29.4858333,-3.5577778,1,"school","mapping",2014.0,12.0,15.0,50,3,50,11,50,4,1,23318,0.06,0.22,0.08,0.3070339622641508,0.0,55,55,56,42
"BDI","BI",704.0,6384.0,6384.0,"gatwe","",29.4858333,-3.5577778,1,"school","sentinel site",2009.0,6.0,18.0,456,23,456,103,456,13,1,23315,0.050438596491228,0.2258771929824561,0.0285087719298245,0.269697176783267,0.0,56,56,55,42
"BDI","BI",704.0,6384.0,6384.0,"gatwe","",29.4858333,-3.5577778,1,"school","sentinel site",2008.0,6.0,18.0,311,1,307,61,310,7,1,23314,0.0032154340836012,0.1986970684039088,0.0225806451612903,0.2068956249662815,0.0,57,57,55,42
