iso2,iso3,admin0_id,admin1,admin1_id,admin2,admin2_id,iu_name,iu_id,iu_code
AO,AGO,2,Cuanza Norte,254.0,Lukala,2094.0,Lucala,2094.0,AGO0025402094
CM,CMR,7,NORD OUEST,824.0,NJIKWA,7554.0,NJIKWA,7554.0,CMR0082407554
TD,TCD,10,Mayo Kebbi Est,1174.0,Pont Carol,10751.0,Pont Carol,10751.0,TCD0117410751
TD,TCD,10,Tandjile,1181.0,Batchoro,10775.0,Batchoro,10775.0,TCD0118110775
BJ,BEN,3,Zou,378.0,Za-Kpota,3287.0,Za-Kpota,3287.0,BEN0037803287
BJ,BEN,3,Oueme,376.0,Bonou,3272.0,Bonou,3272.0,BEN0037603272
BJ,BEN,3,Zou,378.0,Ouinhi,3286.0,Ouinhi,3286.0,BEN0037803286
BJ,BEN,3,Couffo,373.0,Lalo,3265.0,Lalo,3265.0,BEN0037303265
BJ,BEN,3,Zou,378.0,Bohicon,3283.0,Bohicon,3283.0,BEN0037803283
KE,KEN,23,NYANZA,2533.0,Kisumu,24786.0,Seme,54113.0,KEN0253354113
BJ,BEN,3,Couffo,373.0,Djakotome,3255.0,Djakotome,3255.0,BEN0037303255
BJ,BEN,3,Couffo,373.0,Klouekanme,3257.0,Klouekanme,3257.0,BEN0037303257
BW,BWA,4,South East,486.0,South East,4309.0,South East,4309.0,BWA0048604309
BW,BWA,4,Southern,487.0,Jwaneng,4311.0,Jwaneng,4311.0,BWA0048704311
BI,BDI,6,Kirundo,710.0,Vumbi,6402.0,Vumbi,6402.0,BDI0071006402
BJ,BEN,3,Mono,375.0,Lokossa,3266.0,Lokossa,3266.0,BEN0037503266
BJ,BEN,3,Mono,375.0,Bopa,3261.0,Bopa,3261.0,BEN0037503261
BJ,BEN,3,Mono,375.0,AthiÃ©mÃ©,3260.0,AthiÃ©mÃ©,3260.0,BEN0037503260
BW,BWA,4,Kgalagadi,481.0,Kgalagadi North,4297.0,Kgalagadi North,4297.0,BWA0048104297
BI,BDI,6,Gitega,707.0,Gitega,6390.0,Gitega,6390.0,BDI0070706390
BI,BDI,6,Bururi,704.0,Bururi,6383.0,Bururi,6383.0,BDI0070406383
BI,BDI,6,Bujumbura-Mairie,703.0,Nord,6381.0,Nord,6381.0,BDI0070306381
BI,BDI,6,Bujumbura,702.0,Rwibaa,6379.0,Rwibaa,6379.0,BDI0070206379
BI,BDI,6,Kirundo,710.0,Munkenke,6401.0,Munkenke,6401.0,BDI0071006401
BI,BDI,6,Ngozi,715.0,Ngozi,6414.0,Ngozi,6414.0,BDI0071506414
BI,BDI,6,Kayanza,709.0,Kayanza,6397.0,Kayanza,6397.0,BDI0070906397
BI,BDI,6,Kayanza,709.0,Gahombo(Gohombo),6396.0,Gahombo(Gohombo),6396.0,BDI0070906396
CV,CPV,8,Sao Nicolau,943.0,Sao Nicolau,8635.0,Sao Nicolau,8635.0,CPV0094308635
CV,CPV,8,Santiago,938.0,Tarrafal,8629.0,Tarrafal,8629.0,CPV0093808629
MG,MDG,26,Vakinankaratra,2881.0,Vakinankaratra,0.0,Antsirabe I,27934.0,MDG0288127934
MG,MDG,26,Diana,2873.0,Diana,0.0,Antsiranana II,27898.0,MDG0287327898
NG,NGA,34,Akwa Ibom,3777.0,Uyo,36405.0,Uyo,36405.0,NGA0377736405
CV,CPV,8,Fogo,934.0,S.Filipe,8616.0,S.Filipe,8616.0,CPV0093408616
CV,CPV,8,Santiago,938.0,Santa Cruz,8626.0,Santa Cruz,8626.0,CPV0093808626
CV,CPV,8,Santiago,938.0,Ribeira Grande Santiago,8639.0,Ribeira Grande Santiago,8639.0,CPV0093808639
CM,CMR,7,CENTRE,819.0,SOA,7457.0,SOA,7457.0,CMR0081907457
AO,AGO,2,Cuanza Norte,254.0,Kiculungo,2093.0,Kiculungo,2093.0,AGO0025402093
CV,CPV,8,Boa Vista,928.0,Boa Vista,8609.0,Boa Vista,8609.0,CPV0092808609
CV,CPV,8,Santo Antao,931.0,Concelho de Porto Novo,8613.0,Concelho de Porto Novo,8613.0,CPV0093108613
CV,CPV,8,Santiago,938.0,SÃ£o Salvador do Mundo,8637.0,SÃ£o Salvador do Mundo,8637.0,CPV0093808637
CV,CPV,8,Santiago,938.0,Praia,8621.0,Praia,8621.0,CPV0093808621
CM,CMR,7,EXTREME NORD,821.0,MOGODE,7493.0,MOGODE,7493.0,CMR0082107493
CM,CMR,7,EXTREME NORD,821.0,TOKOMBERE,7500.0,TOKOMBERE,7500.0,CMR0082107500
CM,CMR,7,EXTREME NORD,821.0,BOGO,7473.0,BOGO,7473.0,CMR0082107473
CM,CMR,7,EST,820.0,NDELELE,7470.0,NDELELE,7470.0,CMR0082007470
CM,CMR,7,CENTRE,819.0,BIYEM ASSI,7433.0,BIYEM ASSI,7433.0,CMR0081907433
CM,CMR,7,CENTRE,819.0,MFOU,7445.0,MFOU,7445.0,CMR0081907445
CM,CMR,7,CENTRE,819.0,SAA,7456.0,SAA,7456.0,CMR0081907456
RW,RWA,35,North,3914.0,Gakenke,38122.0,Gakenke,38122.0,RWA0391438122
NG,NGA,34,Zamfara,3811.0,Kauran Namoda,37104.0,Kauran Namoda,37104.0,NGA0381137104
CM,CMR,7,CENTRE,819.0,AWAE,7430.0,AWAE,7430.0,CMR0081907430
CM,CMR,7,SUD OUEST,827.0,BUEA,7594.0,BUEA,7594.0,CMR0082707594
CM,CMR,7,NORD OUEST,824.0,KUMBO WEST,7550.0,KUMBO WEST,7550.0,CMR0082407550
CM,CMR,7,NORD OUEST,824.0,NKAMBE,7555.0,NKAMBE,7555.0,CMR0082407555
CM,CMR,7,OUEST,825.0,PENKA MICHEL,7579.0,PENKA MICHEL,7579.0,CMR0082507579
CM,CMR,7,OUEST,825.0,DSCHANG,7569.0,DSCHANG,7569.0,CMR0082507569
CM,CMR,7,LITTORAL,822.0,NKONGSAMBA,7523.0,NKONGSAMBA,7523.0,CMR0082207523
CM,CMR,7,LITTORAL,822.0,MELONG,7517.0,MELONG,7517.0,CMR0082207517
CM,CMR,7,OUEST,825.0,BAFANG,7561.0,BAFANG,7561.0,CMR0082507561
CM,CMR,7,NORD OUEST,824.0,BAFUT,7543.0,BAFUT,7543.0,CMR0082407543
CM,CMR,7,EXTREME NORD,821.0,MOULVOUDAYE,7496.0,MOULVOUDAYE,7496.0,CMR0082107496
CM,CMR,7,EXTREME NORD,821.0,YAGOUA,7502.0,YAGOUA,7502.0,CMR0082107502
CM,CMR,7,NORD OUEST,824.0,WUM,7560.0,WUM,7560.0,CMR0082407560
CM,CMR,7,LITTORAL,822.0,MBANGA,7515.0,MBANGA,7515.0,CMR0082207515
CM,CMR,7,LITTORAL,822.0,BONASSAMA,7505.0,BONASSAMA,7505.0,CMR0082207505
CM,CMR,7,LITTORAL,822.0,NEW BELL,7519.0,NEW BELL,7519.0,CMR0082207519
CM,CMR,7,OUEST,825.0,GALIM,7572.0,GALIM,7572.0,CMR0082507572
CM,CMR,7,SUD,826.0,MEYOMESSALA,7586.0,MEYOMESSALA,7586.0,CMR0082607586
CM,CMR,7,SUD,826.0,SANGMELIMA,7589.0,SANGMELIMA,7589.0,CMR0082607589
CM,CMR,7,CENTRE,819.0,MBANKOMO,7444.0,MBANKOMO,7444.0,CMR0081907444
CM,CMR,7,CENTRE,819.0,EBEBDA,7436.0,EBEBDA,7436.0,CMR0081907436
ST,STP,36,Sao Tome,4018.0,Cantagalo,39144.0,Cantagalo,39144.0,STP0401839144
CM,CMR,7,LITTORAL,822.0,NKONDJOCK,7522.0,NKONDJOCK,7522.0,CMR0082207522
CM,CMR,7,OUEST,825.0,KOUOPTAMO,7574.0,KOUOPTAMO,7574.0,CMR0082507574
CM,CMR,7,EXTREME NORD,821.0,MOUTOURWA,7497.0,MOUTOURWA,7497.0,CMR0082107497
CM,CMR,7,LITTORAL,822.0,MANOKA,7514.0,MANOKA,7514.0,CMR0082207514
CM,CMR,7,LITTORAL,822.0,DIBOMBARI,7508.0,DIBOMBARI,7508.0,CMR0082207508
CM,CMR,7,CENTRE,819.0,Nkolbissong,7451.0,Nkolbissong,7451.0,CMR0081907451
DJ,DJI,5774,Djibouti,5803.0,,0.0,Djibouti,58003.0,DJI0580358003
GQ,GNQ,15,Centro Sur,1731.0,Acurenam,16416.0,Acurenam,16416.0,GNQ0173116416
GQ,GNQ,15,Kientem,1732.0,Micomiseng,16420.0,Micomiseng,16420.0,GNQ0173216420
GQ,GNQ,15,Bioko Sur,1730.0,Luba,16414.0,Luba,16414.0,GNQ0173016414
GQ,GNQ,15,Bioko Norte,1729.0,Baney,16412.0,Baney,16412.0,GNQ0172916412
ER,ERI,16,Debub,1836.0,MENDEFERA,17448.0,MENDEFERA,17448.0,ERI0183617448
ER,ERI,16,Gash Barka,1838.0,LOGO ANSEBA,17464.0,LOGO ANSEBA,17464.0,ERI0183817464
ER,ERI,16,Anseba,1835.0,HALHAL,17435.0,HALHAL,17435.0,ERI0183517435
ER,ERI,16,Debub,1836.0,EMI-HAILY,17445.0,EMI-HAILY,17445.0,ERI0183617445
ER,ERI,16,Maekel,1839.0,NORTH WEST ASMARA,17473.0,NORTH WEST ASMARA,17473.0,ERI0183917473
ER,ERI,16,Anseba,1835.0,KEREN,17437.0,KEREN,17437.0,ERI0183517437
ER,ERI,16,Gash Barka,1838.0,BARENTU,17457.0,BARENTU,17457.0,ERI0183817457
ER,ERI,16,Gash Barka,1838.0,AGORDAT,17456.0,AGORDAT,17456.0,ERI0183817456
ER,ERI,16,Debub,1836.0,DBARWA,17443.0,DBARWA,17443.0,ERI0183617443
SZ,SWZ,42,Hhohho,4682.0,Madlangempisi,45406.0,Madlangempisi,45406.0,SWZ0468245406
SZ,SWZ,42,Hhohho,4682.0,Mbabane West,45409.0,Mbabane West,45409.0,SWZ0468245409
SZ,SWZ,42,Hhohho,4682.0,Ndzingeni,45413.0,Ndzingeni,45413.0,SWZ0468245413
SZ,SWZ,42,Hhohho,4682.0,Timphisini,45417.0,Timphisini,45417.0,SWZ0468245417
SZ,SWZ,42,Lubombo,4683.0,Lubuli,45421.0,Lubuli,45421.0,SWZ0468345421
SZ,SWZ,42,Manzini,4684.0,Ekukhanyeni,45430.0,Ekukhanyeni,45430.0,SWZ0468445430
SZ,SWZ,42,Manzini,4684.0,Lamghabi,45432.0,Lamghabi,45432.0,SWZ0468445432
SZ,SWZ,42,Manzini,4684.0,Mafutseni,45434.0,Mafutseni,45434.0,SWZ0468445434
SZ,SWZ,42,Manzini,4684.0,Lobamba Lomdzala,45459.0,Lobamba Lomdzala,45459.0,SWZ0468445459
SZ,SWZ,42,Shiselweni,4685.0,Gege,45445.0,Gege,45445.0,SWZ0468545445
SZ,SWZ,42,Shiselweni,4685.0,Lavumisa,45448.0,Lavumisa,45448.0,SWZ0468545448
SZ,SWZ,42,Shiselweni,4685.0,Mbangweni,45451.0,Mbangweni,45451.0,SWZ0468545451
SZ,SWZ,42,Shiselweni,4685.0,Nkwene,45454.0,Nkwene,45454.0,SWZ0468545454
SZ,SWZ,42,Shiselweni,4685.0,Sigwe,45457.0,Sigwe,45457.0,SWZ0468545457
SZ,SWZ,42,Hhohho,4682.0,Mbabane East,45408.0,Mbabane East,45408.0,SWZ0468245408
GA,GAB,18,Woleu-Ntem,2060.0,Haut-Komo,20375.0,Haut Komo,20375.0,GAB0206020375
GM,GMB,19,Western,4916.0,Foni Bondali,47658.0,Foni Bondali,47658.0,GMB0491647658
GM,GMB,19,Kombo Saint Mary,4912.0,Kanifing,47633.0,Kanifing,47633.0,GMB0491247633
GM,GMB,19,North Bank,4914.0,Lower Niumi,47645.0,Lower Niumi,47645.0,GMB0491447645
GM,GMB,19,Lower River,4913.0,Jarra East,47635.0,Jarra East,47635.0,GMB0491347635
GM,GMB,19,Maccarthy Island,4911.0,Upper Saloum,47632.0,Upper Saloum,47632.0,GMB0491147632
GM,GMB,19,Western,4916.0,Kombo North/st Mary,47664.0,Kombo North/st Mary,47664.0,GMB0491647664
GM,GMB,19,Western,4916.0,Kombo South,47665.0,Kombo South,47665.0,GMB0491647665
GM,GMB,19,North Bank,4914.0,Central Baddibu,47641.0,Central Baddibu,47641.0,GMB0491447641
GM,GMB,19,Upper River,4915.0,Sandu,47652.0,Sandu,47652.0,GMB0491547652
GM,GMB,19,North Bank,4914.0,Upper Niumi,47647.0,Upper Niumi,47647.0,GMB0491447647
GM,GMB,19,Upper River,4915.0,Tumana,47653.0,Tumana,47653.0,GMB0491547653
GM,GMB,19,Western,4916.0,Banjul North,47668.0,Banjul North,47668.0,GMB0491647668
GM,GMB,19,North Bank,4914.0,Farafenni town,47642.0,Farafenni town,47642.0,GMB0491447642
GN,GIN,21,Conakry,2277.0,Dixinn,22613.0,Dixinn,22613.0,GIN0227722613
GW,GNB,22,Gabu,2420.0,Sonaco,23727.0,Sonaco,23727.0,GNB0242023727
GW,GNB,22,Tombali,2427.0,Cacine,23755.0,Cacine,23755.0,GNB0242723755
GW,GNB,22,Cacheu,2415.0,Barro,23688.0,Barro,23688.0,GNB0241523688
GW,GNB,22,Biombo,2407.0,Quinhamel,23681.0,Quinhamel,23681.0,GNB0240723681
GW,GNB,22,Gabu,2420.0,Bajocunda,23709.0,Bajocunda,23709.0,GNB0242023709
GW,GNB,22,Oio,2422.0,Ga-Mamudo,23734.0,Ga-Mamudo,23734.0,GNB0242223734
GW,GNB,22,Biombo,2407.0,Prabis,23680.0,Prabis,23680.0,GNB0240723680
GW,GNB,22,Bafata,2410.0,Fajonquito,23661.0,Fajonquito,23661.0,GNB0241023661
GW,GNB,22,Bafata,2410.0,Geba,23663.0,Geba,23663.0,GNB0241023663
GW,GNB,22,Bafata,2410.0,Ponta Ingles,23664.0,Ponta Ingles,23664.0,GNB0241023664
GW,GNB,22,Biombo,2407.0,Dorse,23646.0,Dorse,23646.0,GNB0240723646
GW,GNB,22,Cacheu,2415.0,Calequisse,23686.0,Calequisse,23686.0,GNB0241523686
GW,GNB,22,Cacheu,2415.0,Batucar,23690.0,Batucar,23690.0,GNB0241523690
GW,GNB,22,Cacheu,2415.0,Ingore,23696.0,Ingore,23696.0,GNB0241523696
GW,GNB,22,Cacheu,2415.0,Varela,23702.0,Varela,23702.0,GNB0241523702
GW,GNB,22,Gabu,2420.0,Pirada,23725.0,Pirada,23725.0,GNB0242023725
GW,GNB,22,Gabu,2420.0,Tumana,23728.0,Tumana,23728.0,GNB0242023728
GW,GNB,22,Gabu,2420.0,Mafanco,23723.0,Mafanco,23723.0,GNB0242023723
GW,GNB,22,Gabu,2420.0,Canquelifa,23712.0,Canquelifa,23712.0,GNB0242023712
GW,GNB,22,Gabu,2420.0,Jugadjole,23722.0,Jugadjole,23722.0,GNB0242023722
GW,GNB,22,Gabu,2420.0,Paunca,23717.0,Paunca,23717.0,GNB0242023717
GW,GNB,22,Oio,2422.0,Mores,23737.0,Mores,23737.0,GNB0242223737
GW,GNB,22,Oio,2422.0,Encheia,23733.0,Encheia,23733.0,GNB0242223733
GW,GNB,22,Oio,2422.0,Guidage,23707.0,Guidage,23707.0,GNB0242223707
GW,GNB,22,Oio,2422.0,Farim,23708.0,Farim,23708.0,GNB0242223708
GW,GNB,22,Quinara,2423.0,Brandao,23740.0,Brandao,23740.0,GNB0242323740
GW,GNB,22,SAB,2408.0,Quelele,23654.0,Quelele,23654.0,GNB0240823654
GW,GNB,22,SAB,2408.0,Luanda,23747.0,Luanda,23747.0,GNB0240823747
GW,GNB,22,SAB,2408.0,Belem,23652.0,Belem,23652.0,GNB0240823652
GW,GNB,22,SAB,2408.0,Missira,23748.0,Missira,23748.0,GNB0240823748
GW,GNB,22,Bijagos,2406.0,Canhabaque,23642.0,Canhabaque,23642.0,GNB0240623642
GW,GNB,22,Bijagos,2406.0,Soga,23675.0,Soga,23675.0,GNB0240623675
GW,GNB,22,Bijagos,2406.0,Unhocomo,23644.0,Unhocomo,23644.0,GNB0240623644
GW,GNB,22,Bijagos,2406.0,Uracane,23677.0,Uracane,23677.0,GNB0240623677
GW,GNB,22,Bijagos,2406.0,Formosa,23672.0,Formosa,23672.0,GNB0240623672
GW,GNB,22,Bolama,2413.0,Bolama,23683.0,Bolama,23683.0,GNB0241323683
GW,GNB,22,Cacheu,2415.0,Jeta,23697.0,Jeta,23697.0,GNB0241523697
GW,GNB,22,Cacheu,2415.0,Pelundo,23699.0,Pelundo,23699.0,GNB0241523699
KE,KEN,23,WESTERN,2535.0,BUNGOMA,24804.0,BUNGOMA EAST,53014.0,KEN0253553014
KE,KEN,23,CENTRAL,2528.0,MURANGA,24763.0,GATANGA,53108.0,KEN0252853108
KE,KEN,23,CENTRAL,2528.0,KIAMBU,24761.0,GITHUNGURI,53051.0,KEN0252853051
KE,KEN,23,WESTERN,2535.0,VIHIGA,24807.0,HAMISI,53160.0,KEN0253553160
KE,KEN,23,WESTERN,2535.0,KAKAMEGA,24806.0,KAKAMEGA SOUTH,53044.0,KEN0253553044
KE,KEN,23,CENTRAL,2528.0,KIAMBU,24761.0,KIAMBU WEST,53053.0,KEN0252853053
KE,KEN,23,COAST,2529.0,MOMBASA,24769.0,KILINDINI,53106.0,KEN0252953106
KE,KEN,23,EASTERN,2530.0,THARAKA,24779.0,MAARA,53147.0,KEN0253053147
KE,KEN,23,NYANZA,2533.0,KISII,24785.0,MASABA,53067.0,KEN0253353067
KE,KEN,23,NAIROBI,2531.0,NAIROBI,24780.0,NAIROBI WEST,53113.0,KEN0253153113
MG,MDG,26,Amoronâ€™iMania,2862.0,Amoron'i Mania,0.0,Manandriana,27841.0,MDG0286227841
MG,MDG,26,Atsinanana,2869.0,Atsinanana,0.0,Toamasina I,27881.0,MDG0286927881
MR,MRT,29,Nouakchott Nord,3229.0,SEBKHA,31074.0,SEBKHA,31074.0,MRT0322931074
MR,MRT,29,Nouakchott Nord,3229.0,KSAR,31072.0,KSAR,31072.0,MRT0322931072
MR,MRT,29,Nouakchott Nord,3229.0,TOUJENINE,31077.0,TOUJENINE,31077.0,MRT0322931077
MU,MUS,30,Flacq,3334.0,Flacq,32091.0,Flacq,32091.0,MUS0333432091
MU,MUS,30,Moka,3336.0,Moka,32093.0,Moka,32093.0,MUS0333632093
MU,MUS,30,Port Louis,3339.0,Port Louis,32096.0,Port Louis,32096.0,MUS0333932096
MU,MUS,30,Rodrigues,3341.0,Rodrigues,32098.0,Rodrigues,32098.0,MUS0334132098
MZ,MOZ,31,Manica,3447.0,Cid. Chimoio,33151.0,Cid. Chimoio,33151.0,MOZ0344733151
MZ,MOZ,31,Sofala,3451.0,CIDADE DA BEIRA,33215.0,CIDADE DA BEIRA,33215.0,MOZ0345133215
MZ,MOZ,31,Nampula,3449.0,Ilha Moc.,33174.0,Ilha Moc.,33174.0,MOZ0344933174
MZ,MOZ,31,Cidade De Maputo,3444.0,Kamavota,33117.0,Kamavota,33117.0,MOZ0344433117
MZ,MOZ,31,Cidade De Maputo,3444.0,Kamubukwana,33120.0,Kamubukwana,33120.0,MOZ0344433120
MZ,MOZ,31,Cidade De Maputo,3444.0,Kampfumu,33119.0,Kampfumu,33119.0,MOZ0344433119
NE,NER,33,Zinder,3674.0,Ville de Zinder,35336.0,Ville de Zinder,35336.0,NER0367435336
NG,NGA,34,Katsina,3795.0,Kurfi,36771.0,Kurfi,36771.0,NGA0379536771
NG,NGA,34,Katsina,3795.0,Malumfashi,36774.0,Malumfashi,36774.0,NGA0379536774
NG,NGA,34,Katsina,3795.0,Matazu,36777.0,Matazu,36777.0,NGA0379536777
NG,NGA,34,Kebbi,3796.0,Aleiro,36784.0,Aleiro,36784.0,NGA0379636784
NG,NGA,34,Kebbi,3796.0,Jega,36794.0,Jega,36794.0,NGA0379636794
NG,NGA,34,Abia,3775.0,Umuahia North,36352.0,Umuahia North,36352.0,NGA0377536352
NG,NGA,34,Rivers,3807.0,Port-Harcourt,37039.0,Port-Harcourt,37039.0,NGA0380737039
NG,NGA,34,Osun,3804.0,Aijedire,36939.0,Aijedire,36939.0,NGA0380436939
NG,NGA,34,Osun,3804.0,Boripe,36943.0,Boripe,36943.0,NGA0380436943
NG,NGA,34,Osun,3804.0,Ejigbo,36947.0,Ejigbo,36947.0,NGA0380436947
NG,NGA,34,Osun,3804.0,Ife Central,36948.0,Ife Central,36948.0,NGA0380436948
NG,NGA,34,Osun,3804.0,Ifelodun,36953.0,Ifelodun,36953.0,NGA0380436953
NG,NGA,34,Osun,3804.0,Ilesha East Atakunmosa,36955.0,Ilesha East Atakunmosa,36955.0,NGA0380436955
NG,NGA,34,Osun,3804.0,Irewole,36958.0,Irewole,36958.0,NGA0380436958
NG,NGA,34,Osun,3804.0,Obokun,36961.0,Obokun,36961.0,NGA0380436961
NG,NGA,34,Osun,3804.0,Olorunda,36964.0,Olorunda,36964.0,NGA0380436964
NG,NGA,34,Osun,3804.0,Oshogbo,36966.0,Oshogbo,36966.0,NGA0380436966
NG,NGA,34,Imo,3791.0,Ideato North,36633.0,Ideato North,36633.0,NGA0379136633
NG,NGA,34,Abia,3775.0,Ikwuano,36341.0,Ikwuano,36341.0,NGA0377536341
NG,NGA,34,Abia,3775.0,Isiukwuato,36344.0,Isiukwuato,36344.0,NGA0377536344
NG,NGA,34,Sokoto,3808.0,Wurno,37062.0,Wurno,37062.0,NGA0380837062
NG,NGA,34,Edo,3786.0,Oredo,36572.0,Oredo,36572.0,NGA0378636572
NG,NGA,34,Ogun,3802.0,Abeokuta North,36900.0,Abeokuta North,36900.0,NGA0380236900
NG,NGA,34,Kano,3794.0,Gezawa,36722.0,Gezawa,36722.0,NGA0379436722
NG,NGA,34,Kano,3794.0,Kabo,36725.0,Kabo,36725.0,NGA0379436725
NG,NGA,34,Katsina,3795.0,Dutsi,36760.0,Dutsi,36760.0,NGA0379536760
NG,NGA,34,Ekiti,3787.0,Ekiti South West,36583.0,Ekiti South West,36583.0,NGA0378736583
NG,NGA,34,Ekiti,3787.0,Emure,36585.0,Emure,36585.0,NGA0378736585
NG,NGA,34,Ekiti,3787.0,Ijero,36587.0,Ijero,36587.0,NGA0378736587
NG,NGA,34,Enugu,3788.0,Aninri,36595.0,Aninri,36595.0,NGA0378836595
NG,NGA,34,Enugu,3788.0,Enugu East,36597.0,Enugu East,36597.0,NGA0378836597
NG,NGA,34,Enugu,3788.0,Enugu South,36599.0,Enugu South,36599.0,NGA0378836599
NG,NGA,34,Enugu,3788.0,Igbo-Eze North,36602.0,Igbo-Eze North,36602.0,NGA0378836602
NG,NGA,34,Enugu,3788.0,Udenu,36609.0,Udenu,36609.0,NGA0378836609
NG,NGA,34,Sokoto,3808.0,SokotoNorth,37057.0,SokotoNorth,37057.0,NGA0380837057
NG,NGA,34,Rivers,3807.0,Tai,37040.0,Tai,37040.0,NGA0380737040
NG,NGA,34,Sokoto,3808.0,Bodinga,37042.0,Bodinga,37042.0,NGA0380837042
NG,NGA,34,Anambra,3778.0,Awka North,36410.0,Awka North,36410.0,NGA0377836410
NG,NGA,34,Akwa Ibom,3777.0,Nsit Ubiom,36395.0,Nsit Ubiom,36395.0,NGA0377736395
NG,NGA,34,Akwa Ibom,3777.0,Okobo,36397.0,Okobo,36397.0,NGA0377736397
NG,NGA,34,Akwa Ibom,3777.0,Udung Uko,36401.0,Udung Uko,36401.0,NGA0377736401
NG,NGA,34,Akwa Ibom,3777.0,Uruan,36403.0,Uruan,36403.0,NGA0377736403
NG,NGA,34,Anambra,3778.0,Anambra East,36407.0,Anambra East,36407.0,NGA0377836407
NG,NGA,34,Sokoto,3808.0,Gada,37044.0,Gada,37044.0,NGA0380837044
NG,NGA,34,Oyo,3805.0,Ogbomosho North,36988.0,Ogbomosho North,36988.0,NGA0380536988
NG,NGA,34,Oyo,3805.0,Olorunsogo,36991.0,Olorunsogo,36991.0,NGA0380536991
NG,NGA,34,Oyo,3805.0,Ona-Ara,36993.0,Ona-Ara,36993.0,NGA0380536993
NG,NGA,34,Oyo,3805.0,Oyo East,36996.0,Oyo East,36996.0,NGA0380536996
NG,NGA,34,Plateau,3806.0,Bokkos,37003.0,Bokkos,37003.0,NGA0380637003
NG,NGA,34,Plateau,3806.0,Jos North,37005.0,Jos North,37005.0,NGA0380637005
NG,NGA,34,Lagos,3799.0,Ikorodu,36853.0,Ikorodu,36853.0,NGA0379936853
NG,NGA,34,Borno,3782.0,Maiduguri,36498.0,Maiduguri,36498.0,NGA0378236498
NG,NGA,34,Edo,3786.0,Esan West,36566.0,Esan West,36566.0,NGA0378636566
NG,NGA,34,Edo,3786.0,Etsako East,36568.0,Etsako East,36568.0,NGA0378636568
NG,NGA,34,Gombe,3790.0,Shogom,36627.0,Shogom,36627.0,NGA0379036627
NG,NGA,34,Imo,3791.0,Ezinihitte,36632.0,Ezinihitte,36632.0,NGA0379136632
NG,NGA,34,Abia,3775.0,Bende,36340.0,Bende,36340.0,NGA0377536340
NG,NGA,34,Abia,3775.0,Ugwunagbo,36348.0,Ugwunagbo,36348.0,NGA0377536348
NG,NGA,34,Anambra,3778.0,Dunukofia,36413.0,Dunukofia,36413.0,NGA0377836413
NG,NGA,34,Akwa Ibom,3777.0,Mkpat Enin,36392.0,Mkpat Enin,36392.0,NGA0377736392
NG,NGA,34,Akwa Ibom,3777.0,Nsit Ibom,36394.0,Nsit Ibom,36394.0,NGA0377736394
NG,NGA,34,Adamawa,3776.0,Yola South,36374.0,Yola South,36374.0,NGA0377636374
NG,NGA,34,Akwa Ibom,3777.0,Eastern Obolo,36376.0,Eastern Obolo,36376.0,NGA0377736376
NG,NGA,34,Akwa Ibom,3777.0,Esit Eket,36378.0,Esit Eket,36378.0,NGA0377736378
NG,NGA,34,Akwa Ibom,3777.0,Etim Ekpo,36380.0,Etim Ekpo,36380.0,NGA0377736380
NG,NGA,34,Akwa Ibom,3777.0,Ibeno,36382.0,Ibeno,36382.0,NGA0377736382
NG,NGA,34,Jigawa,3792.0,Ringim,36678.0,Ringim,36678.0,NGA0379236678
NG,NGA,34,Jigawa,3792.0,Taura,36681.0,Taura,36681.0,NGA0379236681
NG,NGA,34,Anambra,3778.0,Idimili South,36416.0,Idimili South,36416.0,NGA0377836416
NG,NGA,34,Anambra,3778.0,Njikoka,36418.0,Njikoka,36418.0,NGA0377836418
NG,NGA,34,Ebonyi,3785.0,Afikpo North,36549.0,Afikpo North,36549.0,NGA0378536549
NG,NGA,34,Ebonyi,3785.0,Ebonyi,36551.0,Ebonyi,36551.0,NGA0378536551
NG,NGA,34,Ebonyi,3785.0,Ikwo,36554.0,Ikwo,36554.0,NGA0378536554
NG,NGA,34,Ebonyi,3785.0,Ivo,36556.0,Ivo,36556.0,NGA0378536556
NG,NGA,34,Adamawa,3776.0,Madagali,36363.0,Madagali,36363.0,NGA0377636363
NG,NGA,34,Adamawa,3776.0,Mubi South,36368.0,Mubi South,36368.0,NGA0377636368
NG,NGA,34,Akwa Ibom,3777.0,Ibiono Ibom,36384.0,Ibiono Ibom,36384.0,NGA0377736384
NG,NGA,34,Akwa Ibom,3777.0,Ikot Abasi,36387.0,Ikot Abasi,36387.0,NGA0377736387
NG,NGA,34,Akwa Ibom,3777.0,Itu,36390.0,Itu,36390.0,NGA0377736390
NG,NGA,34,Oyo,3805.0,Irepo,36982.0,Irepo,36982.0,NGA0380536982
NG,NGA,34,Anambra,3778.0,Orumba North,36424.0,Orumba North,36424.0,NGA0377836424
NG,NGA,34,Bauchi,3779.0,Jama'are,36437.0,Jama'are,36437.0,NGA0377936437
NG,NGA,34,Rivers,3807.0,Obio/Akpor,37032.0,Obio/Akpor,37032.0,NGA0380737032
NG,NGA,34,Benue,3781.0,Apa,36457.0,Apa,36457.0,NGA0378136457
NG,NGA,34,Benue,3781.0,Makurdi,36467.0,Makurdi,36467.0,NGA0378136467
