iso2,iso3,admin0_id,admin1,admin1_id,admin2,admin2_id,iu_name,iu_id,iu_code
SD,SDN,5781,West Darfur,5666.0,El Geneina,53339.0,El Geneina,53339.0,SDN0566653339
SD,SDN,5781,North Darfur,5658.0,El Kuma,53261.0,El Kuma,53261.0,SDN0565853261
SD,SDN,5781,North Darfur,5658.0,El Malha,53262.0,El Malha,53262.0,SDN0565853262
SD,SDN,5781,West Darfur,5666.0,Foro Baranga,53340.0,Foro Baranga,53340.0,SDN0566653340
SD,SDN,5781,North Darfur,5658.0,El Sireaf,53263.0,El Sireaf,53263.0,SDN0565853263
SD,SDN,5781,North Darfur,5658.0,El Taweisha,53264.0,El Taweisha,53264.0,SDN0565853264
SD,SDN,5781,North Darfur,5658.0,Um Buru,53273.0,Um Buru,53273.0,SDN0565853273
SD,SDN,5781,West Darfur,5666.0,Habila (West Darfur),53341.0,Habila (West Darfur),53341.0,SDN0566653341
SD,SDN,5781,West Darfur,5666.0,Jebel Moon,53342.0,Jebel Moon,53342.0,SDN0566653342
SD,SDN,5781,North Darfur,5658.0,Kebkabiya,53266.0,Kebkabiya,53266.0,SDN0565853266
SD,SDN,5781,West Darfur,5666.0,Kereinik,53343.0,Kereinik,53343.0,SDN0566653343
SD,SDN,5781,North Darfur,5658.0,Klaimendo,53267.0,Klaimendo,53267.0,SDN0565853267
SD,SDN,5781,West Darfur,5666.0,Kulbus,53344.0,Kulbus,53344.0,SDN0566653344
SD,SDN,5781,Central Darfur,5651.0,Rokoro,53226.0,Rokoro,53226.0,SDN0565153226
SD,SDN,5781,South Darfur,5664.0,Um Dafug,53325.0,Um Dafug,53325.0,SDN0566453325
SD,SDN,5781,North Darfur,5658.0,Kutum,53269.0,Kutum,53269.0,SDN0565853269
SD,SDN,5781,North Darfur,5658.0,Mellit,53270.0,Mellit,53270.0,SDN0565853270
SD,SDN,5781,Central Darfur,5651.0,Mukjar,53224.0,Mukjar,53224.0,SDN0565153224
SD,SDN,5781,Central Darfur,5651.0,Nertiti,53225.0,Nertiti,53225.0,SDN0565153225
SD,SDN,5781,North Darfur,5658.0,Saraf Omra,53271.0,Saraf Omra,53271.0,SDN0565853271
SD,SDN,5781,West Darfur,5666.0,Sirba,53345.0,Sirba,53345.0,SDN0566653345
SD,SDN,5781,Central Darfur,5651.0,Umm Dukhun,53228.0,Umm Dukhun,53228.0,SDN0565153228
SD,SDN,5781,North Darfur,5658.0,Umm Keddada,53274.0,Umm Keddada,53274.0,SDN0565853274
SD,SDN,5781,Central Darfur,5651.0,Wadi Salih,53229.0,Wadi Salih,53229.0,SDN0565153229
SD,SDN,5781,Central Darfur,5651.0,Zalingei,53230.0,Zalingei,53230.0,SDN0565153230
SD,SDN,5781,East Darfur,5652.0,Adila,53233.0,Adila,53233.0,SDN0565253233
SD,SDN,5781,South Darfur,5664.0,El Radoom,53312.0,El Radoom,53312.0,SDN0566453312
SD,SDN,5781,East Darfur,5652.0,Ed Daein,53237.0,Ed Daein,53237.0,SDN0565253237
SD,SDN,5781,South Darfur,5664.0,Ed El Fursan,53311.0,Ed El Fursan,53311.0,SDN0566453311
SD,SDN,5781,Central Darfur,5651.0,Kass,53223.0,Kass,53223.0,SDN0565153223
SD,SDN,5781,South Darfur,5664.0,Marshang,53317.0,Marshang,53317.0,SDN0566453317
SD,SDN,5781,South Darfur,5664.0,Sharq Jabel Marra,53322.0,Sharq Jabel Marra,53322.0,SDN0566453322
SD,SDN,5781,East Darfur,5652.0,Sheiria,53239.0,Sheiria,53239.0,SDN0565253239
SD,SDN,5781,South Darfur,5664.0,Tullus,53324.0,Tullus,53324.0,SDN0566453324
SD,SDN,5781,East Darfur,5652.0,Abu Karinka,53232.0,Abu Karinka,53232.0,SDN0565253232
SD,SDN,5781,South Darfur,5664.0,Alwehda,53308.0,Alwehda,53308.0,SDN0566453308
SD,SDN,5781,South Darfur,5664.0,Niteaga,53318.0,Niteaga,53318.0,SDN0566453318
SD,SDN,5781,East Darfur,5652.0,El Ferdous,53238.0,El Ferdous,53238.0,SDN0565253238
SD,SDN,5781,South Darfur,5664.0,Gerida,53314.0,Gerida,53314.0,SDN0566453314
SD,SDN,5781,Central Darfur,5651.0,Shattai,53227.0,Shattai,53227.0,SDN0565153227
SD,SDN,5781,South Darfur,5664.0,Sunta,53323.0,Sunta,53323.0,SDN0566453323
SD,SDN,5781,South Darfur,5664.0,Kubum,53316.0,Kubum,53316.0,SDN0566453316
SD,SDN,5781,South Darfur,5664.0,Rahad El Berdi,53321.0,Rahad El Berdi,53321.0,SDN0566453321
SD,SDN,5781,South Darfur,5664.0,Katayla,53315.0,Katayla,53315.0,SDN0566453315
SD,SDN,5781,East Darfur,5652.0,Assalaya,53234.0,Assalaya,53234.0,SDN0565253234
SD,SDN,5781,East Darfur,5652.0,Bahr El Arab,53235.0,Bahr El Arab,53235.0,SDN0565253235
SD,SDN,5781,South Darfur,5664.0,Buram,53309.0,Buram,53309.0,SDN0566453309
SD,SDN,5781,South Darfur,5664.0,Nyala,53319.0,Nyala,53319.0,SDN0566453319
SD,SDN,5781,South Darfur,5664.0,Dimsu,53310.0,Dimsu,53310.0,SDN0566453310
SD,SDN,5781,East Darfur,5652.0,Bielel,53236.0,Bielel,53236.0,SDN0565253236
SD,SDN,5781,East Darfur,5652.0,Yassin,53240.0,Yassin,53240.0,SDN0565253240
SD,SDN,5781,South Darfur,5664.0,El Salam (South Darfur),53313.0,El Salam (South Darfur),53313.0,SDN0566453313
SD,SDN,5781,North Darfur,5658.0,Kornoi,53268.0,Kornoi,53268.0,SDN0565853268
SD,SDN,5781,North Darfur,5658.0,Ailliet,53258.0,Ailliet,53258.0,SDN0565853258
SD,SDN,5781,North Darfur,5658.0,Tawilla,53272.0,Tawilla,53272.0,SDN0565853272
SD,SDN,5781,North Darfur,5658.0,El Tina,53265.0,El Tina,53265.0,SDN0565853265
SD,SDN,5781,Central Darfur,5651.0,Azum,53221.0,Azum,53221.0,SDN0565153221
SD,SDN,5781,East Darfur,5652.0,Abu Jabra,53231.0,Abu Jabra,53231.0,SDN0565253231
SD,SDN,5781,Khartoum,5657.0,Jebal Aulya,53252.0,Jebal Aulya,53252.0,SDN0565753252
SD,SDN,5781,Khartoum,5657.0,Um Badah,53256.0,Um Badah,53256.0,SDN0565753256
SD,SDN,5781,Khartoum,5657.0,Khartoum,53254.0,Khartoum,53254.0,SDN0565753254
SD,SDN,5781,Khartoum,5657.0,Bahri (Khartoum North),53251.0,Bahri (Khartoum North),53251.0,SDN0565753251
SD,SDN,5781,Khartoum,5657.0,Sharq El Nile,53255.0,Sharq El Nile,53255.0,SDN0565753255
SD,SDN,5781,Khartoum,5657.0,Karari,53253.0,Karari,53253.0,SDN0565753253
SD,SDN,5781,Khartoum,5657.0,Um Durman,53257.0,Um Durman,53257.0,SDN0565753257
SD,SDN,5781,Red Sea,5661.0,Senkat,53293.0,Senkat,53293.0,SDN0566153293
SD,SDN,5781,Red Sea,5661.0,El Qaneb,53288.0,El Qaneb,53288.0,SDN0566153288
SD,SDN,5781,Red Sea,5661.0,Port Sudan,53291.0,Port Sudan,53291.0,SDN0566153291
SD,SDN,5781,Red Sea,5661.0,Sawken,53292.0,Sawken,53292.0,SDN0566153292
SD,SDN,5781,Al Qadarif,5649.0,Wad EL Helew,53212.0,Wad EL Helew,53212.0,SDN0564953212
SD,SDN,5781,Kassala,5653.0,Western Kasala,53250.0,Western Kasala,53250.0,SDN0565353250
SD,SDN,5781,Kassala,5653.0,North Delta,53245.0,North Delta,53245.0,SDN0565353245
SD,SDN,5781,Kassala,5653.0,Kasala City,53244.0,Kasala City,53244.0,SDN0565353244
SD,SDN,5781,Kassala,5653.0,Reefi Kasala,53247.0,Reefi Kasala,53247.0,SDN0565353247
SD,SDN,5781,Kassala,5653.0,Reefi Arouma,53246.0,Reefi Arouma,53246.0,SDN0565353246
SD,SDN,5781,Kassala,5653.0,Telkok,53249.0,Telkok,53249.0,SDN0565353249
SD,SDN,5781,Kassala,5653.0,Seteet,53248.0,Seteet,53248.0,SDN0565353248
SD,SDN,5781,Kassala,5653.0,Halfa El gedeeda,53242.0,Halfa El gedeeda,53242.0,SDN0565353242
SD,SDN,5781,Kassala,5653.0,Atbara River,53241.0,Atbara River,53241.0,SDN0565353241
SD,SDN,5781,River Nile,5662.0,Abu Hamed,53295.0,Abu Hamed,53295.0,SDN0566253295
SD,SDN,5781,River Nile,5662.0,El matama,53298.0,El matama,53298.0,SDN0566253298
SD,SDN,5781,Northern,5660.0,Dalgo,53283.0,Dalgo,53283.0,SDN0566053283
SD,SDN,5781,Northern,5660.0,Alborgag,53280.0,Alborgag,53280.0,SDN0566053280
SD,SDN,5781,River Nile,5662.0,Shendi,53300.0,Shendi,53300.0,SDN0566253300
SD,SDN,5781,River Nile,5662.0,Eldamar,53299.0,Eldamar,53299.0,SDN0566253299
SD,SDN,5781,River Nile,5662.0,Atbra,53296.0,Atbra,53296.0,SDN0566253296
SD,SDN,5781,River Nile,5662.0,Berber,53297.0,Berber,53297.0,SDN0566253297
SD,SDN,5781,Northern,5660.0,Dongola,53284.0,Dongola,53284.0,SDN0566053284
SD,SDN,5781,Northern,5660.0,Aldaba,53281.0,Aldaba,53281.0,SDN0566053281
SD,SDN,5781,Northern,5660.0,Halfa,53285.0,Halfa,53285.0,SDN0566053285
SD,SDN,5781,Northern,5660.0,Marawai,53286.0,Marawai,53286.0,SDN0566053286
SD,SDN,5781,West Kurdufan,5667.0,Qebaesh,53355.0,Qebaesh,53355.0,SDN0566753355
SD,SDN,5781,West Kurdufan,5667.0,El Hehoud,53351.0,El Hehoud,53351.0,SDN0566753351
SD,SDN,5781,North Kurdufan,5659.0,Um Rwaba,53279.0,Um Rwaba,53279.0,SDN0565953279
SD,SDN,5781,North Kurdufan,5659.0,Shiekan,53277.0,Shiekan,53277.0,SDN0565953277
SD,SDN,5781,North Kurdufan,5659.0,Sodari,53278.0,Sodari,53278.0,SDN0565953278
SD,SDN,5781,North Kurdufan,5659.0,Bara,53275.0,Bara,53275.0,SDN0565953275
SD,SDN,5781,North Kurdufan,5659.0,Jebrt El Sheekh,53276.0,Jebrt El Sheekh,53276.0,SDN0565953276
SD,SDN,5781,West Kurdufan,5667.0,Abu Zabad,53346.0,Abu Zabad,53346.0,SDN0566753346
SD,SDN,5781,West Kurdufan,5667.0,Wa Banda,53356.0,Wa Banda,53356.0,SDN0566753356
SD,SDN,5781,Al Jazirah,5648.0,Wad Madani El Kobra(Greater Wad Madani),53203.0,Wad Madani El Kobra(Greater Wad Madani),53203.0,SDN0564853203
SD,SDN,5781,Al Jazirah,5648.0,Janoub El Jazeera (Southern El Jazeera),53200.0,Janoub El Jazeera (Southern El Jazeera),53200.0,SDN0564853200
SD,SDN,5781,Al Jazirah,5648.0,Um El Qura,53202.0,Um El Qura,53202.0,SDN0564853202
SD,SDN,5781,Al Jazirah,5648.0,Sharg El Jazeer (Eastern El Jazeera),53201.0,Sharg El Jazeer (Eastern El Jazeera),53201.0,SDN0564853201
SD,SDN,5781,Al Jazirah,5648.0,El Hasaheesa,53197.0,El Hasaheesa,53197.0,SDN0564853197
SD,SDN,5781,Al Jazirah,5648.0,El Kamleen,53198.0,El Kamleen,53198.0,SDN0564853198
SD,SDN,5781,Al Jazirah,5648.0,El Manageel,53199.0,El Manageel,53199.0,SDN0564853199
SD,SDN,5781,Blue Nile,5650.0,EL Rosaeers,53219.0,EL Rosaeers,53219.0,SDN0565053219
SD,SDN,5781,Blue Nile,5650.0,El Damazeen,53217.0,El Damazeen,53217.0,SDN0565053217
SD,SDN,5781,Blue Nile,5650.0,Qessan,53220.0,Qessan,53220.0,SDN0565053220
SD,SDN,5781,Blue Nile,5650.0,Bau,53216.0,Bau,53216.0,SDN0565053216
CM,CMR,7,EXTREME NORD,821.0,MAROUA 1,7488.0,MAROUA 1,7488.0,CMR0082107488
SD,SDN,5781,Blue Nile,5650.0,Al Tadamon,53215.0,Al Tadamon,53215.0,SDN0565053215
SD,SDN,5781,Sennar,5663.0,Abu Houjar,53301.0,Abu Houjar,53301.0,SDN0566353301
SD,SDN,5781,Sennar,5663.0,Sinnar,53307.0,Sinnar,53307.0,SDN0566353307
SD,SDN,5781,Sennar,5663.0,EL Dali,53302.0,EL Dali,53302.0,SDN0566353302
SD,SDN,5781,Sennar,5663.0,El Souki,53304.0,El Souki,53304.0,SDN0566353304
SD,SDN,5781,Sennar,5663.0,El Dindir,53303.0,El Dindir,53303.0,SDN0566353303
SD,SDN,5781,Sennar,5663.0,Sharq Sinnar (Eastern Sinnar),53305.0,Sharq Sinnar (Eastern Sinnar),53305.0,SDN0566353305
SD,SDN,5781,Sennar,5663.0,Sinjja,53306.0,Sinjja,53306.0,SDN0566353306
SD,SDN,5781,White Nile,5668.0,El Dwaeem,53357.0,El Dwaeem,53357.0,SDN0566853357
SD,SDN,5781,White Nile,5668.0,Um Ramtta,53364.0,Um Ramtta,53364.0,SDN0566853364
SD,SDN,5781,White Nile,5668.0,Rabak,53362.0,Rabak,53362.0,SDN0566853362
SD,SDN,5781,White Nile,5668.0,Kosti,53361.0,Kosti,53361.0,SDN0566853361
SD,SDN,5781,Al Qadarif,5649.0,El Faw,53207.0,El Faw,53207.0,SDN0564953207
SD,SDN,5781,Al Qadarif,5649.0,Qadareef City,53210.0,Qadareef City,53210.0,SDN0564953210
SD,SDN,5781,White Nile,5668.0,Tendalti,53363.0,Tendalti,53363.0,SDN0566853363
SD,SDN,5781,White Nile,5668.0,El Jabaleen,53358.0,El Jabaleen,53358.0,SDN0566853358
CM,CMR,7,LITTORAL,822.0,NJOMBE PENJA,7521.0,NJOMBE PENJA,7521.0,CMR0082207521
SD,SDN,5781,White Nile,5668.0,EL Qeteena,53359.0,EL Qeteena,53359.0,SDN0566853359
SD,SDN,5781,Al Qadarif,5649.0,Eastern El Qalabat,53204.0,Eastern El Qalabat,53204.0,SDN0564953204
SD,SDN,5781,Al Qadarif,5649.0,El Butana,53205.0,El Butana,53205.0,SDN0564953205
SD,SDN,5781,Al Qadarif,5649.0,Qala' El Nahal,53211.0,Qala' El Nahal,53211.0,SDN0564953211
SD,SDN,5781,Al Qadarif,5649.0,El Quresha,53208.0,El Quresha,53208.0,SDN0564953208
CM,CMR,7,LITTORAL,822.0,ABO,7503.0,ABO,7503.0,CMR0082207503
SD,SDN,5781,Al Qadarif,5649.0,El Fashaga,53206.0,El Fashaga,53206.0,SDN0564953206
SD,SDN,5781,Al Qadarif,5649.0,EL Rahad,53209.0,EL Rahad,53209.0,SDN0564953209
SD,SDN,5781,Al Qadarif,5649.0,Wasat El Qadareef(Middle Qadareef),53213.0,Wasat El Qadareef(Middle Qadareef),53213.0,SDN0564953213
SD,SDN,5781,Red Sea,5661.0,Agig,53287.0,Agig,53287.0,SDN0566153287
SD,SDN,5781,Red Sea,5661.0,Halayb,53289.0,Halayb,53289.0,SDN0566153289
SD,SDN,5781,South Kurdufan,5665.0,Umm Dorain,53337.0,Umm Dorain,53337.0,SDN0566553337
SD,SDN,5781,Blue Nile,5650.0,El Kurmuk,53218.0,El Kurmuk,53218.0,SDN0565053218
SD,SDN,5781,Red Sea,5661.0,Toker,53294.0,Toker,53294.0,SDN0566153294
SD,SDN,5781,White Nile,5668.0,El Salam (White Nile),53360.0,El Salam (White Nile),53360.0,SDN0566853360
SD,SDN,5781,West Kurdufan,5667.0,Babanusa,53350.0,Babanusa,53350.0,SDN0566753350
SD,SDN,5781,West Kurdufan,5667.0,Keilak,53353.0,Keilak,53353.0,SDN0566753353
SD,SDN,5781,West Kurdufan,5667.0,El Salam (Southern Kordofan),53352.0,El Salam (Southern Kordofan),53352.0,SDN0566753352
SD,SDN,5781,West Kurdufan,5667.0,Abyei,53347.0,Abyei,53347.0,SDN0566753347
SD,SDN,5781,South Kurdufan,5665.0,Abu Jibaiha,53326.0,Abu Jibaiha,53326.0,SDN0566553326
SD,SDN,5781,South Kurdufan,5665.0,Talodi,53336.0,Talodi,53336.0,SDN0566553336
SD,SDN,5781,South Kurdufan,5665.0,El Abassiya,53330.0,El Abassiya,53330.0,SDN0566553330
SD,SDN,5781,West Kurdufan,5667.0,AL Sunut,53349.0,AL Sunut,53349.0,SDN0566753349
SD,SDN,5781,South Kurdufan,5665.0,Rashad,53334.0,Rashad,53334.0,SDN0566553334
SD,SDN,5781,South Kurdufan,5665.0,Heiban,53332.0,Heiban,53332.0,SDN0566553332
SD,SDN,5781,South Kurdufan,5665.0,Kadugli,53333.0,Kadugli,53333.0,SDN0566553333
SD,SDN,5781,South Kurdufan,5665.0,Al Qoz,53328.0,Al Qoz,53328.0,SDN0566553328
SD,SDN,5781,South Kurdufan,5665.0,Delling,53329.0,Delling,53329.0,SDN0566553329
SD,SDN,5781,South Kurdufan,5665.0,Reif Asharqi,53335.0,Reif Asharqi,53335.0,SDN0566553335
CM,CMR,7,EXTREME NORD,821.0,GAZAWA,7475.0,GAZAWA,7475.0,CMR0082107475
SD,SDN,5781,West Kurdufan,5667.0,Lagawa,53354.0,Lagawa,53354.0,SDN0566753354
SD,SDN,5781,South Kurdufan,5665.0,Habila (Southern Kordofan),53331.0,Habila (Southern Kordofan),53331.0,SDN0566553331
SD,SDN,5781,Al Qadarif,5649.0,Western EL Qalabat,53214.0,Western EL Qalabat,53214.0,SDN0564953214
SD,SDN,5781,Red Sea,5661.0,Haya,53290.0,Haya,53290.0,SDN0566153290
TZ,TZA,45,Pwani,4803.0,Chalinze District Council,46638.0,Chalinze,46638.0,TZA0480346638
CM,CMR,7,LITTORAL,822.0,Japoma,7510.0,Japoma,7510.0,CMR0082207510
TZ,TZA,45,Simiyu,4807.0,Bariadi District Council,46593.0,Bariadi,46593.0,TZA0480746593
TZ,TZA,45,Singida,4808.0,Iramba District Council,46600.0,Iramba,46600.0,TZA0480846600
TZ,TZA,45,Mbeya,4798.0,Chunya District Council,46534.0,Chunya,46534.0,TZA0479846534
TD,TCD,10,N'Djam̩na,1177.0,N'Djam̩na Nord,10723.0,N'Djam̩na Nord,10723.0,TCD0117710723
KM,COM,11,NGAZIDJA,1285.0,OUZIOINI,11753.0,OUZIOINI,11753.0,COM0128511753
TZ,TZA,45,Iringa,4790.0,Iringa District Council,46481.0,Iringa,46481.0,TZA0479046481
KM,COM,11,Mwali,1284.0,WANANI,11746.0,WANANI,11746.0,COM0128411746
KM,COM,11,NGAZIDJA,1285.0,MBENI,11748.0,MBENI,11748.0,COM0128511748
KM,COM,11,NGAZIDJA,1285.0,MORONI,11751.0,MORONI,11751.0,COM0128511751
TZ,TZA,45,Rukwa,4804.0,Kalambo District Council,46578.0,Kalambo,46578.0,TZA0480446578
TZ,TZA,45,Lindi,4795.0,Kilwa District Council,46513.0,Kilwa,46513.0,TZA0479546513
TZ,TZA,45,Kagera,4791.0,Karagwe District Council,46489.0,Karagwe,46489.0,TZA0479146489
TZ,TZA,45,Shinyanga,4806.0,Shinyanga Municipal Council,46592.0,Shinyanga MC,46592.0,TZA0480646592
TZ,TZA,45,Dar Es Salaam,4787.0,Ilala Municipal Council,46466.0,Ilala MC,46466.0,TZA0478746466
TZ,TZA,45,Kigoma,4793.0,Kibondo District Council,46502.0,Kibondo,46502.0,TZA0479346502
KM,COM,11,Ndzouani,1286.0,OUANI,11757.0,OUANI,11757.0,COM0128611757
KM,COM,11,NGAZIDJA,1285.0,OICHILI,11752.0,OICHILI,11752.0,COM0128511752
TZ,TZA,45,Dodoma,4788.0,Kondoa District Council,46473.0,Kondoa,46473.0,TZA0478846473
TZ,TZA,45,Tanga,4810.0,Lushoto District Council,46618.0,Lushoto,46618.0,TZA0481046618
CI,CIV,13,ABIDJAN 2,1608.0,KOUMASSI-PORT-BOUET-VRIDI,15339.0,KOUMASSI-PORT-BOUET-VRIDI,15339.0,CIV0160815339
TZ,TZA,45,Arusha,4786.0,Monduli District Council,46464.0,Monduli,46464.0,TZA0478646464
TZ,TZA,45,Mtwara,4800.0,Mtwara District Council,46553.0,Mtwara,46553.0,TZA0480046553
TZ,TZA,45,Njombe,4802.0,Njombe Town Council,46569.0,Njombe TC,46569.0,TZA0480246569
TZ,TZA,45,Kilimanjaro,4794.0,Rombo District Council,46510.0,Rombo,46510.0,TZA0479446510
TZ,TZA,45,Tabora,4809.0,Nzega District Council,46607.0,Nzega,46607.0,TZA0480946607
TZ,TZA,45,Mara,4797.0,Tarime District Council,46531.0,Tarime,46531.0,TZA0479746531
TZ,TZA,45,Ruvuma,4805.0,Tunduru District Council,46587.0,Tunduru,46587.0,TZA0480546587
TZ,TZA,45,Kagera,4791.0,Bukoba District Council,46487.0,Bukoba,46487.0,TZA0479146487
TZ,TZA,45,Tabora,4809.0,Igunga District Council,46605.0,Igunga,46605.0,TZA0480946605
TZ,TZA,45,Simiyu,4807.0,Itilima District Council,46596.0,Itilima,46596.0,TZA0480746596
TZ,TZA,45,Pwani,4803.0,Kibaha District Council,46572.0,Kibaha,46572.0,TZA0480346572
TZ,TZA,45,Arusha,4786.0,Arusha City Council,46459.0,Arusha CC,46459.0,TZA0478646459
TZ,TZA,45,Kigoma,4793.0,Kasulu District Council,46500.0,Kasulu,46500.0,TZA0479346500
TZ,TZA,45,Shinyanga,4806.0,Kishapu District Council,46590.0,Kishapu,46590.0,TZA0480646590
TZ,TZA,45,Tanga,4810.0,Korogwe District Council,46616.0,Korogwe,46616.0,TZA0481046616
TZ,TZA,45,Lindi,4795.0,Lindi District Council,46514.0,Lindi,46514.0,TZA0479546514
TZ,TZA,45,Mwanza,4801.0,Magu District Council,46560.0,Magu,46560.0,TZA0480146560
TZ,TZA,45,Mbeya,4798.0,Mbeya District Council,46539.0,Mbeya,46539.0,TZA0479846539
TZ,TZA,45,Arusha,4786.0,Meru District Council,46463.0,Meru,46463.0,TZA0478646463
TZ,TZA,45,Dodoma,4788.0,Mpwapwa District Council,46475.0,Mpwapwa,46475.0,TZA0478846475
TZ,TZA,45,Iringa,4790.0,Mufindi District Council,46485.0,Mufindi,46485.0,TZA0479046485
TZ,TZA,45,Kilimanjaro,4794.0,Mwanga District Council,46509.0,Mwanga,46509.0,TZA0479446509
TZ,TZA,45,Mtwara,4800.0,Newala District Council,46556.0,Newala,46556.0,TZA0480046556
TZ,TZA,45,Geita,4789.0,Nyang'hwale District Council,46480.0,Nyang'hwale,46480.0,TZA0478946480
TZ,TZA,45,Mara,4797.0,Serengeti District Council,46530.0,Serengeti,46530.0,TZA0479746530
TZ,TZA,45,Singida,4808.0,Singida District Council,46603.0,Singida,46603.0,TZA0480846603
TZ,TZA,45,Ruvuma,4805.0,Songea District Council,46585.0,Songea,46585.0,TZA0480546585
TZ,TZA,45,Njombe,4802.0,Wanging'ombe District Council,46570.0,Wanging'ombe,46570.0,TZA0480246570
TZ,TZA,45,Dar Es Salaam,4787.0,Kigamboni Municipal Council,46624.0,Kigamboni MC,46624.0,TZA0478746624
TZ,TZA,45,Rukwa,4804.0,Sumbawanga District Council,46580.0,Sumbawanga,46580.0,TZA0480446580
TZ,TZA,45,Kigoma,4793.0,Kigoma District Council,46504.0,Kigoma,46504.0,TZA0479346504
TZ,TZA,45,Pwani,4803.0,Kisarawe District Council,46574.0,Kisarawe,46574.0,TZA0480346574
TZ,TZA,45,Dodoma,4788.0,Kongwa District Council,46474.0,Kongwa,46474.0,TZA0478846474
TZ,TZA,45,Mbeya,4798.0,Kyela District Council,46536.0,Kyela,46536.0,TZA0479846536
TZ,TZA,45,Njombe,4802.0,Makete District Council,46567.0,Makete,46567.0,TZA0480246567
TZ,TZA,45,Mtwara,4800.0,Masasi District Council,46551.0,Masasi,46551.0,TZA0480046551
TZ,TZA,45,Singida,4808.0,Itigi District Council,46644.0,Itigi,46644.0,TZA0480846644
TZ,TZA,45,Ruvuma,4805.0,Mbinga District Council,46582.0,Mbinga,46582.0,TZA0480546582
TZ,TZA,45,Geita,4789.0,Mbogwe District Council,46479.0,Mbogwe,46479.0,TZA0478946479
TZ,TZA,45,Simiyu,4807.0,Meatu District Council,46598.0,Meatu,46598.0,TZA0480746598
TZ,TZA,45,Tanga,4810.0,Muheza District Council,46620.0,Muheza,46620.0,TZA0481046620
TZ,TZA,45,Kagera,4791.0,Muleba District Council,46492.0,Muleba,46492.0,TZA0479146492
TZ,TZA,45,Mara,4797.0,Musoma District Council,46527.0,Musoma,46527.0,TZA0479746527
TZ,TZA,45,Lindi,4795.0,Nachingwea District Council,46517.0,Nachingwea,46517.0,TZA0479546517
TZ,TZA,45,Rukwa,4804.0,Nkasi District Council,46579.0,Nkasi,46579.0,TZA0480446579
TZ,TZA,45,Kilimanjaro,4794.0,Same District Council,46511.0,Same,46511.0,TZA0479446511
TZ,TZA,45,Shinyanga,4806.0,Shinyanga District Council,46591.0,Shinyanga,46591.0,TZA0480646591
TZ,TZA,45,Tabora,4809.0,Uyui District Council,46611.0,Uyui,46611.0,TZA0480946611
TZ,TZA,45,Ruvuma,4805.0,Songea Municipal Council,46586.0,Songea MC,46586.0,TZA0480546586
TZ,TZA,45,Kagera,4791.0,Biharamulo District Council,46486.0,Biharamulo,46486.0,TZA0479146486
TZ,TZA,45,Geita,4789.0,Bukombe District Council,46476.0,Bukombe,46476.0,TZA0478946476
TZ,TZA,45,Mara,4797.0,Bunda Town Council,46631.0,Bunda TC,46631.0,TZA0479746631
TZ,TZA,45,Arusha,4786.0,Karatu District Council,46461.0,Karatu,46461.0,TZA0478646461
TZ,TZA,45,Dodoma,4788.0,Chamwino District Council,46470.0,Chamwino,46470.0,TZA0478846470
TZ,TZA,45,Iringa,4790.0,Kilolo District Council,46483.0,Kilolo,46483.0,TZA0479046483
TZ,TZA,45,Mwanza,4801.0,Kwimba District Council,46559.0,Kwimba,46559.0,TZA0480146559
TZ,TZA,45,Lindi,4795.0,Liwale District Council,46516.0,Liwale,46516.0,TZA0479546516
TZ,TZA,45,Simiyu,4807.0,Maswa District Council,46597.0,Maswa,46597.0,TZA0480746597
TZ,TZA,45,Pwani,4803.0,Mkuranga District Council,46576.0,Mkuranga,46576.0,TZA0480346576
TZ,TZA,45,Kilimanjaro,4794.0,Moshi District Council,46507.0,Moshi,46507.0,TZA0479446507
TZ,TZA,45,Njombe,4802.0,Njombe District Council,46568.0,Njombe,46568.0,TZA0480246568
TZ,TZA,45,Mbeya,4798.0,Rungwe District Council,46542.0,Rungwe,46542.0,TZA0479846542
TZ,TZA,45,Singida,4808.0,Singida Municipal Council,46604.0,Singida MC,46604.0,TZA0480846604
TZ,TZA,45,Rukwa,4804.0,Sumbawanga Municipal Council,46581.0,Sumbawanga MC,46581.0,TZA0480446581
TZ,TZA,45,Mtwara,4800.0,Tandahimba District Council,46557.0,Tandahimba,46557.0,TZA0480046557
TZ,TZA,45,Tanga,4810.0,Tanga City Council,46622.0,Tanga CC,46622.0,TZA0481046622
TZ,TZA,45,Shinyanga,4806.0,Kahama Town Council,46589.0,Kahama TC,46589.0,TZA0480646589
TZ,TZA,45,Morogoro,4799.0,Morogoro Municipal Council,46548.0,Morogoro MC,46548.0,TZA0479946548
TZ,TZA,45,Morogoro,4799.0,Ulanga District Council,46550.0,Ulanga,46550.0,TZA0479946550
TZ,TZA,45,Tabora,4809.0,Urambo District Council,46610.0,Urambo,46610.0,TZA0480946610
TZ,TZA,45,Simiyu,4807.0,Busega District Council,46595.0,Busega,46595.0,TZA0480746595
TZ,TZA,45,Dodoma,4788.0,Dodoma Municipal Council,46472.0,Dodoma MC,46472.0,TZA0478846472
TZ,TZA,45,Geita,4789.0,Chato District Council,46477.0,Chato,46477.0,TZA0478946477
TZ,TZA,45,Mara,4797.0,Musoma Municipal Council,46528.0,Musoma MC,46528.0,TZA0479746528
