iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
AGO,AO,265,2205,2205,15 povo kidenuco,,15.17431,-8.13575,3,,,2014,5,23,24.0,0.0,0.0,0.0,24.0,0,0.0,0.0,24.0,0.0,0.0,0.0,,,1,20500
AGO,AO,265,2205,2205,19 calumbro,,15.85456,-8.16623,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,,,1,20504
AGO,AO,265,2205,2205,24 quilamba,,15.88025,-6.83502,3,,,2014,5,23,30.0,1.0,3.333333333,0.0,30.0,14,0.0,14.28571429,30.0,2.0,0.0,100.0,30.0,0.0,1,20505
AGO,AO,265,2205,2205,26 zambi,,15.17033,-7.28615,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,,,1,20507
AGO,AO,265,2205,2205,30 povo luanda,,15.77557,-7.9243,3,,,2014,5,23,24.0,0.0,0.0,0.0,24.0,0,0.0,0.0,24.0,0.0,0.0,0.0,,,1,20508
AGO,AO,265,2205,2205,32 senga,,14.99531,-7.04815,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,27,0.0,0.0,30.0,5.0,0.0,100.0,30.0,0.0,1,20509
AGO,AO,265,2205,2205,36 katul,,15.27819,-7.5677,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,,,1,20510
AGO,AO,265,2205,2205,64 escola b quinguangua,,14.7722,-7.15951,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,,,1,20518
AGO,AO,265,2199,2199,726,,16.20152,-6.51017,3,,,2014,5,23,30.0,5.0,16.66666667,0.0,30.0,3,0.0,0.0,30.0,0.0,0.0,0.0,27.0,0.0,1,20520
AGO,AO,249,2050,2050,bambuca,,13.66638,-8.58268,3,,,2010,0,80,87.0,1.0,,,87.0,7,,,87.0,1.0,,,0.0,0.0,1,29949
AGO,AO,265,2193,2193,banza lucunga,,15.18581,-7.39717,3,,,2014,5,23,30.0,2.0,6.666666667,0.0,30.0,16,0.0,0.0,30.0,6.0,0.0,100.0,30.0,0.0,1,20528
AGO,AO,265,2202,2202,bendo,,15.06382,-7.59652,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,19,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,1,20535
AGO,AO,249,2050,2050,boa esperanca i,,13.53501,-8.5995502,3,,,2010,0,80,45.0,1.0,,,45.0,5,,,45.0,9.0,,,0.0,0.0,1,29933
AGO,AO,265,2198,2198,bongola,,16.22888,-6.30317,3,,,2014,5,23,30.0,4.0,13.33333333,0.0,30.0,25,0.0,0.0,30.0,6.0,0.0,100.0,30.0,0.0,1,20538
AGO,AO,265,2204,2204,bzo orige 1,,16.17455,-7.2165,3,,,2014,5,23,30.0,0.0,0.0,0.0,30.0,12,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,1,20541
AGO,AO,249,2050,2050,cabungo i,,13.54202,-8.57368,3,,,2010,0,80,50.0,1.0,,,50.0,3,,,50.0,3.0,,,0.0,0.0,1,29936
