iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
GAB,GA,2053.0,20344.0,20344.0,e.p.c.a okondja,12155.0,13.67334,-0.65161,3,,,2015.0,,,86.0,3.0,,,86.0,18,,,86.0,20.0,,,,,1,5425
GAB,GA,2060.0,20378.0,20378.0,e.p.c.methui,12169.0,11.58814,1.60977,3,,,2015.0,,,49.0,7.0,,,49.0,6,,,49.0,29.0,,,49.0,30.0,1,5594
GAB,GA,2053.0,20343.0,20343.0,e.p.c.ngouoni,12058.0,13.733261,-1.5185765,1,,,2015.0,,,71.0,0.0,,,71.0,3,,,71.0,4.0,,,71.0,5.0,1,5421
GAB,GA,2053.0,20343.0,20343.0,e.p.c.ngouoni,11988.0,13.733261,-1.5185765,1,,,2015.0,,,76.0,0.0,,,76.0,3,,,76.0,4.0,,,,,1,5422
GAB,GA,2060.0,20375.0,20375.0,e.p.c.st j. b,11952.0,10.5296115,0.8154355,1,,,2015.0,,,62.0,0.0,,,62.0,18,,,62.0,31.0,,,62.0,38.0,1,5575
GAB,GA,2060.0,20378.0,20378.0,e.p.c.st macaire,12170.0,11.57761,1.61189,3,,,2015.0,,,50.0,4.0,,,50.0,3,,,50.0,16.0,,,50.0,17.0,1,5593
GAB,GA,2053.0,20342.0,20342.0,e.p.djoutou,11977.0,13.2980962,-1.6761006,1,,,2015.0,,,21.0,3.0,,,21.0,8,,,21.0,8.0,,,,,1,5406
GAB,GA,2053.0,20339.0,20339.0,e.p.doumaye,12134.0,13.57942,-2.21186,3,,,2015.0,,,49.0,18.0,,,49.0,35,,,49.0,44.0,,,49.0,47.0,1,5395
GAB,GA,2053.0,20339.0,20339.0,e.p.doumaye,12126.0,13.57942,-2.21186,3,,,2015.0,,,52.0,18.0,,,52.0,35,,,52.0,44.0,,,,,1,5396
GAB,GA,2053.0,20341.0,20341.0,e.p.edjouangoulou,12151.0,14.42196,-1.4937,3,,,2015.0,,,8.0,4.0,,,8.0,6,,,8.0,6.0,,,8.0,8.0,1,5404
GAB,GA,2053.0,20342.0,20342.0,e.p.konda,12048.0,13.1636,-1.57894,3,,,2015.0,,,26.0,1.0,,,26.0,8,,,26.0,12.0,,,26.0,16.0,1,5412
GAB,GA,2053.0,20342.0,20342.0,e.p.konda,11978.0,13.1636,-1.57894,3,,,2015.0,,,27.0,1.0,,,27.0,8,,,27.0,12.0,,,,,1,5411
GAB,GA,2053.0,20341.0,20341.0,e.p.leconi,12152.0,14.25697,-1.58689,3,,,2015.0,,,96.0,6.0,,,96.0,45,,,96.0,50.0,,,96.0,66.0,1,5405
GAB,GA,2053.0,20337.0,20337.0,e.p.mamidy,12064.0,12.97184,-1.93722,3,,,2015.0,,,10.0,0.0,,,10.0,1,,,10.0,2.0,,,10.0,3.0,1,5382
GAB,GA,2053.0,20340.0,20340.0,e.p.mbenguia 2,12076.0,13.49226,-1.63272,3,,,2015.0,,,50.0,0.0,,,50.0,34,,,50.0,38.0,,,50.0,48.0,1,5400
GAB,GA,2053.0,20340.0,20340.0,e.p.mvengue,12077.0,13.41676,-1.643318,3,,,2015.0,,,50.0,0.0,,,50.0,18,,,50.0,13.0,,,50.0,19.0,1,5399
GAB,GA,2053.0,20344.0,20344.0,e.p.odjala,12161.0,13.77533,-0.33672,3,,,2015.0,,,42.0,9.0,,,42.0,18,,,42.0,11.0,,,42.0,22.0,1,5429
GAB,GA,2053.0,20344.0,20344.0,e.p.odjala,12156.0,13.77533,-0.33672,3,,,2015.0,,,49.0,9.0,,,49.0,18,,,49.0,11.0,,,,,1,5423
GAB,GA,2053.0,20343.0,20343.0,e.p.okangoville,11989.0,13.7318129,-1.2265508,1,,,2015.0,,,12.0,0.0,,,12.0,0,,,12.0,0.0,,,,,1,5417
GAB,GA,2053.0,20344.0,20344.0,e.p.okondja b,12162.0,13.69774,-0.66537,3,,,2015.0,,,46.0,2.0,,,46.0,10,,,46.0,9.0,,,46.0,13.0,1,5432
GAB,GA,2053.0,20344.0,20344.0,e.p.okondja b,12157.0,13.69774,-0.66537,3,,,2015.0,,,50.0,2.0,,,50.0,10,,,50.0,9.0,,,,,1,5430
GAB,GA,2053.0,20336.0,20336.0,e.p.osskama,12054.0,13.86914,-1.10596,3,,,2015.0,,,34.0,3.0,,,34.0,4,,,34.0,2.0,,,34.0,7.0,1,5373
GAB,GA,2053.0,20336.0,20336.0,e.p.osskama,11984.0,13.86914,-1.10596,3,,,2015.0,,,35.0,3.0,,,35.0,4,,,35.0,2.0,,,,,1,5377
GAB,GA,2053.0,20341.0,20341.0,e.p.ossouele,12153.0,14.37418,-1.08325,3,,,2015.0,,,20.0,8.0,,,20.0,12,,,20.0,16.0,,,20.0,19.0,1,5403
GAB,GA,2053.0,20342.0,20342.0,e.p.racnovation,12049.0,,,99,,,2015.0,,,98.0,5.0,,,98.0,43,,,98.0,40.0,,,98.0,53.0,1,19158
GAB,GA,2053.0,20342.0,20342.0,e.p.racnovation,11979.0,,,99,,,2015.0,,,99.0,5.0,,,99.0,43,,,99.0,40.0,,,,,1,19159
GAB,GA,2053.0,20338.0,20338.0,e.p.souba,11927.0,14.05405,-1.58752,3,,,2015.0,,,33.0,2.0,,,33.0,12,,,33.0,6.0,,,33.0,17.0,1,5390
GAB,GA,2053.0,20344.0,20344.0,e.p.tebe,12163.0,13.66638,-0.0134,3,,,2015.0,,,39.0,17.0,,,39.0,25,,,39.0,30.0,,,39.0,35.0,1,5426
GAB,GA,2053.0,20344.0,20344.0,e.p.tebe,12158.0,13.66638,-0.0134,3,,,2015.0,,,40.0,17.0,,,40.0,25,,,40.0,30.0,,,,,1,5427
GAB,GA,2055.0,20348.0,20348.0,ecole  alliance chretienne,12164.0,10.58328,-1.23197,3,,,2014.0,,,48.0,1.0,,,48.0,5,,,48.0,5.0,,,48.0,10.0,1,5456
GAB,GA,2057.0,20365.0,20365.0,ecole  privace protestante communale de mackambo,12179.0,,,99,,,2015.0,,,66.0,0.0,,,66.0,41,,,66.0,17.0,,,66.0,43.0,1,19174
GAB,GA,2053.0,20340.0,20340.0,ecole catholique akou,12078.0,13.59352,-1.63292,3,,,2015.0,,,48.0,1.0,,,48.0,16,,,48.0,16.0,,,48.0,22.0,1,5398
GAB,GA,2051.0,20330.0,20330.0,ecole catholique de sainte marie,11995.0,9.44038,0.4052385,1,,,2014.0,,,46.0,0.0,,,46.0,1,,,46.0,2.0,,,46.0,3.0,1,5344
GAB,GA,2052.0,20328.0,20328.0,ecole catholique notre dame de la merci,12100.0,9.58083,1.00211,3,,,2014.0,,,43.0,1.0,,,43.0,5,,,43.0,15.0,,,43.0,17.0,1,5333
GAB,GA,2053.0,20340.0,20340.0,ecole catholique saint hilaire,12079.0,13.60744,-1.63293,3,,,2015.0,,,47.0,0.0,,,47.0,6,,,47.0,3.0,,,47.0,8.0,1,5402
GAB,GA,2056.0,20358.0,20358.0,ecole catholique sainte therese,11896.0,10.65465,-3.43198,3,,,2015.0,,,48.0,0.0,,,48.0,8,,,48.0,4.0,,,48.0,10.0,1,5503
GAB,GA,2052.0,20333.0,20333.0,ecole catholique st benoit,11964.0,9.77094,0.30907,4,,,2014.0,,,44.0,4.0,,,44.0,2,,,44.0,19.0,,,44.0,21.0,1,5357
GAB,GA,2054.0,20346.0,20346.0,ecole catholique st joseph,12127.0,10.22043,-0.70168,3,,,2014.0,,,39.0,1.0,,,43.0,1,,,43.0,7.0,,,43.0,9.0,1,5442
