iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
CIV,CI,1608.0,15331.0,15331.0,epp ahougnanssou,,-4.88187,5.33151,3,school,mapping,2014.0,7.0,13.0,31.0,11.0,0.0,0.0,31.0,1,0.0,0.0323,31.0,1.0,0.0,0.0,31.0,12.0,1,23719
CIV,CI,1614.0,15363.0,15363.0,epp ahougnassou 1c,,,,99,school,,2012.0,,,30.0,0.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,1,24097
CIV,CI,1623.0,15392.0,15392.0,epp ahounienfoutou 2,,-4.37782,6.77621,3,school,mapping,2014.0,7.0,13.0,30.0,7.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,7.0,1,24669
CIV,CI,1623.0,15391.0,15391.0,epp ahouzankro,,-4.39155,7.16508,3,school,mapping,2014.0,7.0,13.0,32.0,10.0,0.0,0.0625,32.0,0,0.0,0.0,32.0,2.0,0.0,0.0,32.0,10.0,1,24654
CIV,CI,1611.0,15347.0,15347.0,epp aka kouamekro,,-4.7805,7.26826,3,school,mapping,2014.0,7.0,14.0,30.0,0.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,1,23883
CIV,CI,1611.0,15350.0,15350.0,epp aka yaokro,,,,99,school,,2012.0,6.0,16.0,58.0,9.0,0.0,0.0,58.0,0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,9.0,1,23938
CIV,CI,1608.0,15330.0,15330.0,epp akakro,,-4.30518,5.28621,3,school,mapping,2014.0,8.0,14.0,30.0,7.0,0.0,0.0333,30.0,8,0.0,0.0667,30.0,16.0,0.0,0.1333,30.0,22.0,1,23703
CIV,CI,1625.0,15402.0,15402.0,epp akakro 1,,,,99,school,,2012.0,6.0,15.0,30.0,1.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,1.0,1,24828
CIV,CI,1614.0,15361.0,15361.0,epp akamian  oussou 2,,,,99,school,,2012.0,,,30.0,1.0,0.0,0.0,30.0,0,0.0,0.0,30.0,1.0,0.0,0.0,30.0,2.0,1,24058
CIV,CI,1614.0,15363.0,15363.0,epp akanzakro 1a,,,,99,school,,2012.0,,,30.0,3.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,3.0,1,24098
CIV,CI,1609.0,15337.0,15337.0,epp akeikoi 2,,,,99,school,,2014.0,7.0,13.0,31.0,0.0,0.0,0.0,31.0,0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,1,23811
CIV,CI,1611.0,15349.0,15349.0,epp aklomianbla,,-5.01777,6.55878,3,school,mapping,2014.0,7.0,14.0,30.0,1.0,0.0,0.0,30.0,0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,1.0,1,23925
