iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
ETH,ET,,,,2 schools in wondo genet,,,,99,,,2003.0,6.0,19.0,0.0,0.0,,,534.0,432,,,534.0,485.0,,,0.0,0.0,2,30183
ETH,ET,,,,4 villages,,,,99,,,2000.0,1.0,4.0,563.0,58.0,,,563.0,213,,,563.0,301.0,,,0.0,0.0,3,30180
ETH,ET,,,,6 elementary schools,,,,99,,,2000.0,7.0,25.0,421.0,113.0,,,0.0,0,,,0.0,0.0,,,0.0,0.0,3,30181
ETH,ET,1950.0,,22487.0,aba roba,,37.265,5.251,4,,,1993.0,0.0,99.0,128.0,0.0,,,128.0,0,,,128.0,1.0,,,0.0,0.0,3,28778
ETH,ET,1949.0,3143.0,18889.0,abadir,52341.0,42.39694,9.3010169,1,,,2009.0,,,91.0,9.0,,,91.0,4,,,91.0,0.0,,,,,1,5166
ETH,ET,1948.0,,16645.0,abaya,,38.666,9.402,4,,,1999.0,5.0,18.0,0.0,0.0,,,161.0,137,,,161.0,155.0,,,0.0,0.0,3,30100
ETH,ET,1948.0,3189.0,18966.0,abaye deneba village,52466.0,40.489674,9.1450005,3,,,2008.0,,,0.0,0.0,,,491.0,41,,,491.0,46.0,,,,,1,5214
ETH,ET,,,,abbo elementary,,,,99,,,1994.0,5.0,16.0,56.0,5.0,,,56.0,42,,,56.0,19.0,,,0.0,0.0,3,28786
ETH,ET,1948.0,3135.0,18845.0,abdi boru,52290.0,38.267101,5.39575,3,,,2009.0,,,107.0,17.0,,,107.0,9,,,107.0,7.0,,,,,1,5147
ETH,ET,,,,abebayen,,,,99,,,1995.0,7.0,19.0,118.0,0.0,,,118.0,46,,,118.0,4.0,,,0.0,0.0,3,31540
ETH,ET,1950.0,,3195.0,abela wondo,,37.883,6.7,4,,,1999.0,5.0,18.0,0.0,0.0,,,201.0,165,,,201.0,141.0,,,0.0,0.0,3,29168
ETH,ET,1948.0,3144.0,18747.0,abine germama,52147.0,38.681099,7.99264,3,,,2009.0,,,107.0,1.0,,,107.0,1,,,107.0,4.0,,,,,1,5103
ETH,ET,,,,abua kokit,,,,99,,,2007.0,5.0,20.0,90.0,19.0,,,90.0,14,,,90.0,10.0,,,0.0,0.0,1,30195
ETH,ET,1943.0,3171.0,18602.0,achera,,38.415001,11.719,3,,,1995.0,5.0,16.0,63.0,11.0,,,63.0,37,,,63.0,12.0,,,0.0,0.0,3,30116
ETH,ET,1950.0,,3186.0,acile,,36.748001,4.818,4,,,1996.0,1.0,99.0,212.0,103.0,,,212.0,77,,,212.0,24.0,,,0.0,0.0,3,28754
ETH,ET,1948.0,3155.0,18756.0,adare,52166.0,35.750702,8.5789204,3,,,2009.0,,,78.0,33.0,,,78.0,31,,,78.0,5.0,,,,,1,5107
