iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
SLE,SL,4360.0,42258.0,42258.0,alikalia,,-11.3913379,9.1505664,1,,mapping,2008.0,5.0,14.0,90.0,82.0,,,90.0,6,,,90.0,1.0,,,90.0,82.0,1,22809
SLE,SL,4360.0,42258.0,42258.0,alikalia,109367.0,-11.3913379,9.1505664,1,,,,,,90.0,82.0,,,90.0,6,,,90.0,1.0,,,0.0,0.0,3,1628
SLE,SL,4360.0,42258.0,42258.0,alusainya kamayimbo,,-11.70214,9.4542,3,,mapping,2008.0,5.0,14.0,111.0,64.0,,,111.0,0,,,111.0,0.0,,,111.0,64.0,1,22808
SLE,SL,4360.0,42258.0,42258.0,alusainya kamayimbo,109368.0,-11.70214,9.4542,3,,,,,,111.0,64.0,,,111.0,0,,,111.0,0.0,,,0.0,0.0,3,1629
SLE,SL,4361.0,42264.0,42264.0,bandajuma,,-12.394611,7.716422,1,,mapping,2008.0,5.0,14.0,104.0,6.0,,,104.0,6,,,104.0,4.0,,,104.0,6.0,1,22823
SLE,SL,4361.0,42264.0,42264.0,bandajuma,109383.0,-12.394611,7.716422,1,,,,,,104.0,6.0,,,104.0,6,,,104.0,4.0,,,0.0,0.0,3,1644
SLE,SL,4361.0,42262.0,42262.0,baoma kpenge,,-12.2299066,7.4476715,3,,mapping,2008.0,5.0,14.0,136.0,69.0,,,136.0,7,,,136.0,16.0,,,136.0,69.0,1,22791
SLE,SL,4361.0,42262.0,42262.0,baoma kpenge,109351.0,-12.2299066,7.4476715,3,,,,,,136.0,69.0,,,136.0,7,,,136.0,16.0,,,0.0,0.0,3,1612
SLE,SL,4360.0,42258.0,42258.0,dogolia,,-11.5,8.5,4,,mapping,2008.0,5.0,14.0,80.0,36.0,,,80.0,2,,,80.0,2.0,,,80.0,36.0,1,22806
SLE,SL,4360.0,42258.0,42258.0,dogolia,109369.0,-11.5,8.5,4,,,,,,80.0,36.0,,,80.0,2,,,80.0,2.0,,,0.0,0.0,3,1630
