iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
MLI,ML,3111.0,29972.0,29972.0,doumazana,55321.0,-7.9436088,12.6788606,1,,,2004.0,,,74,0,,,74,0,,,74,0,,,2,9125,0.0,0.0,0.0,0.0,2036.1723240654621,71,71,71
MLI,ML,3117.0,30013.0,30013.0,douna,55313.0,-5.9257814,13.2345699,1,,,2004.0,,,135,1,,,135,0,,,135,0,,,2,9294,0.0074074074074074,0.0,0.0,0.0069881201956673,10882.586005705287,72,72,72
MLI,ML,3116.0,30007.0,30007.0,douna,55354.0,-1.7348196,15.1101002,1,,,2004.0,,,135,1,,,135,0,,,135,0,,,2,9275,0.0074074074074074,0.0,0.0,0.0069881201956673,25185.27534718861,73,73,73
MLI,ML,3119.0,30031.0,30031.0,echell,55364.0,-3.9405999,16.2705,3,,,2004.0,,,69,0,,,69,0,,,69,0,,,2,9337,0.0,0.0,0.0,0.0,37562.17013571993,74,74,74
MLI,ML,3115.0,29996.0,29996.0,falako,55359.0,-7.182274,12.5693164,1,,,2004.0,,,68,3,,,68,0,,,68,0,,,2,9225,0.0441176470588235,0.0,0.0,0.0416204217536071,36175.534098850054,75,75,75
MLI,ML,3115.0,29996.0,29996.0,fana,13349.0,-6.9477532,12.7887878,1,,,2015.0,,,193,0,,,193,0,,,193,0,,,1,9224,0.0,0.0,0.0,0.0,36175.534098850054,76,76,76
MLI,ML,3113.0,29985.0,29985.0,faraba,55398.0,-10.8980744,12.4328642,1,,,2004.0,,,64,4,,,64,0,,,64,1,,,2,9187,0.0625,0.0,0.015625,0.0727815448113207,36282.775310140176,77,77,77
MLI,ML,3118.0,30027.0,30027.0,farabacoura,55463.0,-8.2517996,11.6432,3,,,2004.0,,,61,0,,,61,0,,,61,0,,,2,9330,0.0,0.0,0.0,0.0,38644.05337093708,78,78,78
MLI,ML,3113.0,29982.0,29982.0,fore,55299.0,-10.7116547,13.1376158,1,,,2004.0,,,69,26,,,69,0,,,69,0,,,2,9170,0.3768115942028985,0.0,0.0,0.3554826360404703,4175.069542150299,79,79,79
MLI,ML,3113.0,29987.0,29987.0,fosse kaarta,55458.0,-9.7014999,15.2432,3,,,2004.0,,,66,0,,,66,0,,,66,0,,,2,9215,0.0,0.0,0.0,0.0,12391.464073164463,80,80,80
MLI,ML,3113.0,29986.0,29986.0,founticouroula,55409.0,-9.3917999,13.1957,3,,,2004.0,,,61,5,,,61,0,,,61,0,,,2,9207,0.081967213114754,0.0,0.0,0.0773275595422208,19513.05727673176,81,81,81
MLI,ML,3116.0,30007.0,30007.0,gallou,55355.0,-1.5721,15.2618,3,,,2004.0,,,66,0,,,66,0,,,66,0,,,2,9280,0.0,0.0,0.0,0.0,25185.27534718861,82,82,82
