iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,asc_examined,asc_positive,tt_examined,tt_positive,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
GIN,GN,2283.0,22619.0,22619.0,almamya,12219.0,-13.7117334,9.5110054,1,,,2013.0,,,50,2,50,6,50,2,1,5704,0.04,0.12,0.04,0.1782943396226415,223.85669583508462,0,0,0
GIN,GN,2279.0,22615.0,22615.0,banian,52701.0,-10.5380494,9.5979848,1,,,1990.0,,,44,9,44,6,44,2,3,5700,0.2045454545454545,0.1363636363636363,0.0454545454545454,0.324757594658577,55716.56411778116,1,1,1
GIN,GN,2284.0,22620.0,22620.0,bankalan,,-9.23485,10.57345,1,,,1996.0,7.0,12.0,49,5,49,7,49,1,3,30285,0.1020408163265306,0.1428571428571428,0.0204081632653061,0.2321023023874822,17959.299483208477,2,2,2
GIN,GN,2292.0,22628.0,22628.0,belemou,12234.0,-9.46667,7.41667,1,,,2013.0,,,50,5,50,1,50,9,1,19223,0.1,0.02,0.18,0.2610943396226415,45206.98239628305,3,3,3
GIN,GN,2272.0,22606.0,22606.0,bok?ac,52697.0,-14.296,10.94,3,,,1995.0,,,100,64,100,0,100,7,3,5689,0.64,0.0,0.07,0.6275471698113207,0.0,4,4,5
GIN,GN,2272.0,22606.0,22606.0,boke,,-14.296,10.94,3,,,1995.0,5.0,18.0,100,64,100,0,100,7,3,30276,0.64,0.0,0.07,0.6275471698113207,0.0,5,5,4
GIN,GN,2297.0,22633.0,22633.0,bonfi port,12244.0,-13.6420778,9.560877,2,,,2013.0,,,50,0,50,0,50,0,1,19228,0.0,0.0,0.0,0.0,2357.707864567656,6,6,6
GIN,GN,2277.0,22613.0,22613.0,camayene plage,12199.0,-13.689522,9.5308,1,,,2013.0,,,50,2,50,2,50,3,1,19201,0.04,0.04,0.06,0.1261283018867924,2938.3802070005095,7,7,7
GIN,GN,2283.0,22619.0,22619.0,centre,12220.0,-13.63983,9.602881,1,,,2013.0,,,50,1,50,4,50,0,1,19210,0.02,0.08,0.0,0.0928301886792452,1000.388748435271,8,8,8
GIN,GN,2301.0,22637.0,22637.0,cobaya,12254.0,-13.602567,9.661433,1,,,2013.0,,,50,0,50,2,50,1,1,19233,0.0,0.04,0.02,0.0558490566037735,0.0,9,9,37
GIN,GN,2292.0,22628.0,22628.0,didita,12235.0,-8.51139,7.9475,3,,,2013.0,,,50,12,50,0,50,0,1,5713,0.24,0.0,0.0,0.2264150943396226,4736.7858415312385,10,10,10
GIN,GN,2275.0,22611.0,22611.0,ditinn,,-12.17645,10.87902,1,,,1996.0,7.0,12.0,44,2,44,2,44,8,3,30286,0.0454545454545454,0.0454545454545454,0.1818181818181818,0.2401017818918957,4789.327142763075,11,11,11
GIN,GN,2277.0,22613.0,22613.0,dixinn gare i,12201.0,-13.672011,9.550278,1,,,2013.0,,,50,0,50,4,50,3,1,19197,0.0,0.08,0.06,0.1275471698113207,0.0,12,12,13
GIN,GN,2277.0,22613.0,22613.0,dixinn gare rail,12202.0,-13.672011,9.550278,1,,,2013.0,,,50,1,50,7,50,3,1,19200,0.02,0.14,0.06,0.1960075471698112,0.0,13,13,12
GIN,GN,2273.0,22609.0,22609.0,e.p . toguiron,12195.0,-13.350945,9.653233,1,,,2013.0,,,50,5,50,0,50,0,1,5695,0.1,0.0,0.0,0.0943396226415094,13973.556556729865,14,14,14
GIN,GN,2281.0,22617.0,22617.0,e.p. baguinet,12210.0,-13.521009,10.4998591,3,,,2013.0,,,50,1,50,0,50,0,1,5702,0.02,0.0,0.0,0.0188679245283018,31792.759435654134,15,15,15
GIN,GN,2272.0,22605.0,22605.0,e.p. balandougou,12184.0,-14.409705,10.854989,1,,,2013.0,,,50,3,50,0,50,0,1,5684,0.06,0.0,0.0,0.0566037735849056,15908.784817458258,16,16,16
GIN,GN,2272.0,22605.0,22605.0,e.p. bigori i,12185.0,-14.48333,10.51667,3,,,2013.0,,,50,6,50,0,50,0,1,5685,0.12,0.0,0.0,0.1132075471698113,39192.717450916665,17,17,17
GIN,GN,2278.0,22614.0,22614.0,e.p. dixinn,12206.0,-13.239722,9.551111,1,,,2013.0,,,50,1,50,0,50,0,1,19203,0.02,0.0,0.0,0.0188679245283018,16918.344635339305,18,18,18
GIN,GN,2273.0,22609.0,22609.0,e.p. kouriah,12196.0,-13.3486213,9.7769382,1,,,2013.0,,,50,5,50,0,50,0,1,5694,0.1,0.0,0.0,0.0943396226415094,13973.556556729865,19,19,19
