iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
TZA,TZ,4797.0,46527.0,46527.0,bugoji,,33.73654,-1.90184,3,ward,mapping,2018.0,,,29,0,0.0,,29,0,0.0,,29,0,0.0,,1,22955,0.0,0.0,0.0,0.0,0.0,41,41,39
TZA,TZ,4797.0,46527.0,46527.0,bugwema,,33.67825,-1.945145,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22956,0.0,0.0,0.0,0.0,0.0,42,42,43
TZA,TZ,4797.0,46527.0,46527.0,bugwema,,33.67825,-1.945145,3,school,mapping,2017.0,11.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36942,0.0,0.0,0.0,0.0,0.0,43,43,42
TZA,TZ,4806.0,46592.0,46592.0,buhangija,59805.0,33.4115968,-3.6880592,1,,,2004.0,,,60,3,,,60,0,,,60,0,,,2,15898,0.05,0.0,0.0,0.0471698113207547,10016.75988313962,44,44,44
TZA,TZ,4797.0,46528.0,46528.0,buhare,,33.77921,-1.52766,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22998,0.0,0.0,0.0,0.0,0.0,45,45,46
TZA,TZ,4797.0,46528.0,46528.0,buhare,,33.77921,-1.52766,3,school,mapping,2017.0,10.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36992,0.0,0.0,0.0,0.0,0.0,46,46,45
TZA,TZ,4797.0,46526.0,46526.0,buhemba,,34.08349,-1.778343,3,ward,mapping,2018.0,,,29,2,0.0,,29,0,0.0,,29,0,0.0,,1,22922,0.0689655172413793,0.0,0.0,0.0650618087182823,0.0,47,47,48
TZA,TZ,4797.0,46526.0,46526.0,buhemba,,34.08349,-1.778343,3,ward,mapping,2018.0,,,29,1,0.0,,29,0,0.0,,29,0,0.0,,1,22921,0.0344827586206896,0.0,0.0,0.0325309043591411,0.0,48,48,47
TZA,TZ,4797.0,46532.0,46532.0,buhemba,,34.3634733,-1.352015,3,school,mapping,2017.0,9.0,15.0,30,0,0.0,0.0,30,6,0.0,0.0,30,0,0.0,0.0,1,37196,0.0,0.2,0.0,0.1886792452830188,0.3673543203622103,49,49,24
TZA,TZ,4801.0,46560.0,46560.0,buhumbi,59666.0,33.474899,-2.6381099,3,,,1997.0,,,119,59,,,119,0,,,119,0,,,3,15741,0.4957983193277311,0.0,0.0,0.4677342635167274,6202.045943659101,50,50,50
