"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst"
"GMB","GM",4916,47662,47662,16905.0,-16.661741,13.3159871,1,"","",2015.0,"","",0,0,0,0,0,0,1,6095,"","","","",1282.2496784977502,95,95,95
"GMB","GM",4915,47648,47648,16725.0,-14.13559333,13.23971833,3,"","",2015.0,"","",0,0,0,0,0,0,1,5977,"","","","",0.0,96,96,97
"GMB","GM",4915,47655,47655,17084.0,-14.13559333,13.23971833,3,"","",2015.0,"","",49,0,49,0,49,0,1,6040,0.0,0.0,0.0,0.0,0.0,97,97,96
"GMB","GM",4915,47651,47651,16868.0,-13.8897501,13.4026933,1,"","",2015.0,"","",0,0,0,0,0,0,1,6002,"","","","",0.0,98,98,99
"GMB","GM",4915,47651,47651,52565.0,-13.8897501,13.4026933,1,"","",2005.0,"","",31,0,31,0,31,0,2,5999,0.0,0.0,0.0,0.0,0.0,99,99,98
"GMB","GM",4915,47655,47655,17085.0,-13.9267252,13.4973073,1,"","",2015.0,"","",0,0,0,0,0,0,1,6041,"","","","",0.0,100,100,101
"GMB","GM",4915,47655,47655,17086.0,-13.9267252,13.4973073,1,"","",2015.0,"","",50,0,50,1,50,0,1,6039,0.0,0.02,0.0,0.0188679245283018,0.0,101,101,100
"GMB","GM",4913,47636,47636,16789.0,-15.5584287,13.4057893,1,"","",2015.0,"","",0,0,0,0,0,0,1,5870,"","","","",0.0,102,102,103
"GMB","GM",4913,47636,47636,16790.0,-15.5584287,13.4057893,1,"","",2015.0,"","",49,0,49,0,49,0,1,5869,0.0,0.0,0.0,0.0,0.0,103,103,102
"GMB","GM",4911,47631,47631,17029.0,-14.49925,13.50314167,3,"","",2015.0,"","",51,2,51,0,51,0,1,5798,0.0392156862745098,0.0,0.0,0.0369959304476507,0.0,104,104,105
"GMB","GM",4911,47631,47631,17030.0,-14.49925,13.50314167,3,"","",2015.0,"","",0,0,0,0,0,0,1,5804,"","","","",0.0,105,105,104
"GMB","GM",4911,47623,47623,52558.0,-14.782556,13.438355,3,"","",2010.0,"","",51,0,51,0,51,0,1,5731,0.0,0.0,0.0,0.0,513.6505527141353,106,106,106
"GMB","GM",4912,47633,47633,16836.0,-16.67444,13.4401962,1,"","",2015.0,"","",0,0,0,0,0,0,1,5823,"","","","",577.4469815377437,107,107,107
"GMB","GM",4911,47623,47623,16764.0,-14.778348,13.4401962,1,"","",2015.0,"","",50,0,50,0,50,0,1,5734,0.0,0.0,0.0,0.0,513.6505527141353,108,108,108
