"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst"
"MWI","MW",2991.0,28952.0,28952.0,"",33.36681958,-13.07601781,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,26398,0.0,0.0,0.0,0.0,0.0025025729203853727,40,40,390
"MWI","MW",2999.0,28972.0,28972.0,"",34.0423267,-11.3753795,3,"","mapping",2018,10.0,13.0,28,0,28,0,28,0,1,26774,0.0,0.0,0.0,0.0,19.43159766642766,41,41,41
"MWI","MW",2999.0,28972.0,28972.0,"",34.0425,-11.3754,3,"","mapping",2012,10.0,15.0,30,0,30,0,30,0,1,26775,0.0,0.0,0.0,0.0,19.43159766642766,42,42,42
"MWI","MW",2991.0,28952.0,28952.0,"",33.36653028,-13.17969884,3,"school","mapping",2017,10.0,14.0,30,0,30,1,30,0,1,26399,0.0,0.0333333333333333,0.0,0.0314465408805031,0.005086386474942297,43,43,392
"MWI","MW",2999.0,28972.0,28972.0,"",33.6793492,-11.5106816,3,"school","mapping",2018,10.0,14.0,30,4,30,4,30,0,1,26776,0.1333333333333333,0.1333333333333333,0.0,0.2348008385744234,6.213447239131437,44,44,44
"MWI","MW",2999.0,28973.0,28973.0,"",33.679305,-11.510715,3,"school","mapping",2012,10.0,14.0,30,3,30,2,30,0,1,26834,0.1,0.0666666666666666,0.0,0.1509433962264151,6.213447239131437,45,45,45
"MWI","MW",3007.0,28968.0,28968.0,"",33.84431,-11.01719,3,"school","mapping",2017,10.0,14.0,29,0,29,0,29,0,1,26917,0.0,0.0,0.0,0.0,761.5559578199004,46,46,46
"MWI","MW",2991.0,28952.0,28952.0,"",33.31709009,-13.09799603,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,26400,0.0,0.0,0.0,0.0,6079.072340902227,47,47,47
"MWI","MW",2991.0,28952.0,28952.0,"",33.45086978,-12.71146134,3,"school","mapping",2017,10.0,15.0,30,0,30,0,30,0,1,26401,0.0,0.0,0.0,0.0,0.005078670699970531,48,48,393
"MWI","MW",3005.0,28966.0,28966.0,"",34.01329097,-13.19961059,3,"school","mapping",2018,10.0,14.0,30,0,30,0,30,0,1,26656,0.0,0.0,0.0,0.0,3528.67087962257,49,49,49
"MWI","MW",2993.0,28954.0,28954.0,"",33.6582,-14.26648,3,"school","mapping",2012,10.0,13.0,30,3,30,0,30,0,1,26419,0.1,0.0,0.0,0.0943396226415094,4289.632611925167,50,50,50
"MWI","MW",2993.0,28954.0,28954.0,"",33.7291496,-14.0072023,3,"school","mapping",2018,10.0,14.0,30,0,30,2,30,0,1,26485,0.0,0.0666666666666666,0.0,0.0628930817610062,127.32935451128532,51,51,51
"MWI","MW",2999.0,28973.0,28973.0,"",33.792245,-11.23042,3,"school","mapping",2012,11.0,20.0,30,2,30,0,30,0,1,26835,0.0666666666666666,0.0,0.0,0.0628930817610062,11579.953732985246,52,52,52
"MWI","MW",3002.0,28963.0,28963.0,"",34.25936,-12.86074,3,"school","mapping",2013,10.0,14.0,30,0,30,3,30,0,1,26597,0.0,0.1,0.0,0.0943396226415094,0.0,53,53,54
"MWI","MW",3002.0,28963.0,28963.0,13252.0,34.25936,-12.86074,3,"","",2013,"","",30,0,30,0,30,0,1,9924,0.0,0.0,0.0,0.0,0.0,54,54,53
"MWI","MW",3007.0,28968.0,28968.0,"",33.73190703,-11.03588406,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,26918,0.0,0.0,0.0,0.0,2996.5954576316294,55,55,55
"MWI","MW",2999.0,28972.0,28972.0,"",33.41424583,-11.2048637,3,"school","mapping",2018,10.0,14.0,30,0,30,0,30,0,1,26777,0.0,0.0,0.0,0.0,45.35332352607952,56,56,56
"MWI","MW",2999.0,28973.0,28973.0,"",33.414,-11.204545,3,"school","mapping",2012,10.0,14.0,30,0,30,0,30,0,1,26836,0.0,0.0,0.0,0.0,45.35332352607952,57,57,57
"MWI","MW",2991.0,28952.0,28952.0,"",33.63862445,-13.21406633,3,"school","mapping",2017,10.0,13.0,30,0,30,0,30,0,1,26402,0.0,0.0,0.0,0.0,3403.9467999215835,58,58,58
"MWI","MW",2991.0,28952.0,28952.0,"",33.48865092,-13.32473217,3,"school","mapping",2017,6.0,11.0,117,0,119,0,119,0,1,26403,0.0,0.0,0.0,0.0,15274.047628061604,59,59,59
"MWI","MW",3004.0,28965.0,28965.0,"",34.692836,-14.6413589,3,"school","mapping",2018,10.0,14.0,30,0,30,0,30,0,1,26616,0.0,0.0,0.0,0.0,6109.302344866345,60,60,60
"MWI","MW",2984.0,28945.0,28945.0,"",35.28772,-15.97972,3,"","sentinel site",2015,6.0,11.0,91,6,91,0,91,0,1,26981,0.0659340659340659,0.0,0.0,0.0622019489944018,0.0,61,61,0
"MWI","MW",2984.0,28945.0,28945.0,"",35.28772,-15.97972,3,"","sentinel site",2017,6.0,11.0,115,0,115,0,115,0,1,26983,0.0,0.0,0.0,0.0,0.0,62,62,0
"MWI","MW",2984.0,28945.0,28945.0,"",35.28772,-15.97972,3,"","sentinel site",2016,6.0,12.0,120,0,120,0,120,0,1,26982,0.0,0.0,0.0,0.0,0.0,63,63,0
"MWI","MW",2984.0,28945.0,28945.0,"",35.09837,-15.67272,3,"","sentinel site",2012,5.0,10.0,123,0,123,0,123,0,1,26984,0.0,0.0,0.0,0.0,0.0,64,64,65
"MWI","MW",2984.0,28945.0,28945.0,"",35.09837,-15.67272,3,"","sentinel site",2014,5.0,12.0,66,0,66,0,66,0,1,26985,0.0,0.0,0.0,0.0,0.0,65,65,64
"MWI","MW",2993.0,28954.0,28954.0,"",33.7778434,-13.9419258,3,"school","mapping",2018,10.0,14.0,30,2,30,4,30,0,1,26486,0.0666666666666666,0.1333333333333333,0.0,0.180293501048218,805.6953790594596,66,66,66
"MWI","MW",3001.0,28962.0,28962.0,"",34.04168,-11.55026,3,"school","mapping",2013,10.0,13.0,30,1,30,0,30,0,1,26898,0.0333333333333333,0.0,0.0,0.0314465408805031,0.0,67,67,68
"MWI","MW",3001.0,28962.0,28962.0,13236.0,34.04168,-11.55026,3,"","",2013,"","",30,0,30,0,30,0,1,9903,0.0,0.0,0.0,0.0,0.0,68,68,67
"MWI","MW",2987.0,28948.0,28948.0,"",33.43485348,-9.620210437,3,"school","mapping",2017,10.0,14.0,30,0,30,5,30,0,1,26730,0.0,0.1666666666666666,0.0,0.1572327044025157,3531.09983410408,69,69,69
"MWI","MW",2993.0,28954.0,28954.0,"",33.891604,-14.1285698,3,"school","mapping",2018,10.0,13.0,30,1,30,2,30,0,1,26487,0.0333333333333333,0.0666666666666666,0.0,0.0922431865828092,2853.0939678389655,70,70,70
"MWI","MW",3005.0,28966.0,28966.0,"",34.023925,-13.487225,3,"school","mapping",2012,10.0,14.0,31,2,31,5,31,0,1,26657,0.064516129032258,0.1612903225806451,0.0,0.2032081361789016,3584.898976963138,71,71,71
"MWI","MW",2984.0,28945.0,28945.0,"",35.0437458,-15.802885,3,"","mapping",2018,10.0,13.0,30,0,30,1,30,0,1,26986,0.0,0.0333333333333333,0.0,0.0314465408805031,16.940331770863953,72,72,72
"MWI","MW",2984.0,28945.0,28945.0,"",35.04384,-15.803,3,"school","mapping",2012,10.0,14.0,30,0,30,0,30,0,1,26987,0.0,0.0,0.0,0.0,16.940331770863953,73,73,73
"MWI","MW",2983.0,28944.0,28944.0,"",34.97220987,-15.02661075,3,"school","mapping",2018,10.0,14.0,30,1,30,0,30,0,1,26936,0.0333333333333333,0.0,0.0,0.0314465408805031,0.0,74,74,75
"MWI","MW",2983.0,28944.0,28944.0,"",34.97220987,-15.02661075,3,"school","mapping",2012,10.0,14.0,30,0,30,0,30,0,1,26935,0.0,0.0,0.0,0.0,0.0,75,75,74
"MWI","MW",2985.0,28946.0,28946.0,"",34.62314942,-16.32405833,3,"school","mapping",2017,11.0,14.0,26,0,26,0,26,0,1,27057,0.0,0.0,0.0,0.0,2942.335546341974,76,76,76
"MWI","MW",2991.0,28952.0,28952.0,"",33.37602183,-13.04369691,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,26404,0.0,0.0,0.0,0.0,0.0035296655682560112,77,77,389
"MWI","MW",2983.0,28944.0,28944.0,"",35.0801068,-15.0185542,1,"","",2002,9.0,10.0,53,0,53,0,53,0,2,29217,0.0,0.0,0.0,0.0,2783.4826765959524,78,78,78
"MWI","MW",3004.0,28965.0,28965.0,"",34.54067065,-14.49115068,3,"school","mapping",2018,10.0,14.0,30,0,30,0,30,0,1,26617,0.0,0.0,0.0,0.0,6192.333556969759,79,79,79
"MWI","MW",2993.0,28954.0,28954.0,"",34.05754,-14.06694,3,"school","mapping",2012,11.0,14.0,30,0,30,2,30,0,1,26420,0.0,0.0666666666666666,0.0,0.0628930817610062,5770.611828244806,80,80,80
"MWI","MW",3008.0,28969.0,28969.0,"",34.4887,-13.60264,3,"school","mapping",2013,10.0,14.0,29,0,30,0,29,0,1,26705,0.0,0.0,0.0,0.0,6543.062406825039,81,81,81
"MWI","MW",2984.0,28945.0,28945.0,"",34.8704595,-15.5988583,3,"","mapping",2018,10.0,14.0,30,2,30,2,30,0,1,26988,0.0666666666666666,0.0666666666666666,0.0,0.1215932914046121,7346.292043455347,82,82,82
"MWI","MW",3008.0,28969.0,28969.0,"",34.43339,-13.77445,3,"school","mapping",2013,9.0,14.0,30,7,30,1,30,0,1,26706,0.2333333333333333,0.0333333333333333,0.0,0.2442348008385744,0.0,83,83,84
"MWI","MW",3008.0,28969.0,28969.0,13307.0,34.43339,-13.77445,3,"","",2013,"","",30,0,30,0,30,0,1,9989,0.0,0.0,0.0,0.0,0.0,84,84,83
"MWI","MW",2997.0,28958.0,28958.0,"",35.61485278,-16.06102387,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,27142,0.0,0.0,0.0,0.0,10274.621314128872,85,85,85
"MWI","MW",2984.0,28945.0,28945.0,"",35.00854,-15.7666707,1,"school","mapping",2012,11.0,14.0,30,0,30,0,30,0,1,26989,0.0,0.0,0.0,0.0,834.0437195162016,86,86,86
"MWI","MW",2996.0,28957.0,28957.0,"",33.24306801,-13.82227418,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,26576,0.0,0.0,0.0,0.0,4385.9449617202645,87,87,87
"MWI","MW",2984.0,"",3694.0,"",35.054516,-15.860884,4,"","",2002,9.0,10.0,59,5,59,3,59,0,2,29210,0.0847457627118644,0.0508474576271186,0.0,0.1238529375098242,1644.026698642013,88,88,88
"MWI","MW",2983.0,28944.0,28944.0,"",35.0677063,-14.9974329,3,"school","mapping",2018,10.0,13.0,30,0,30,0,30,0,1,26937,0.0,0.0,0.0,0.0,25.097252488826115,89,89,89
"MWI","MW",2983.0,28944.0,28944.0,"",35.06793,-14.99746,3,"school","mapping",2012,10.0,14.0,30,0,30,0,30,0,1,26938,0.0,0.0,0.0,0.0,25.097252488826115,90,90,90
"MWI","MW",3003.0,28964.0,28964.0,"",35.15659,-16.5237,3,"school","mapping",2017,10.0,14.0,30,0,30,3,30,0,1,27191,0.0,0.1,0.0,0.0943396226415094,5972.499886396074,91,91,91
"MWI","MW",2988.0,28949.0,28949.0,"",34.18887265,-14.3460171,3,"school","mapping",2017,10.0,14.0,30,0,30,0,30,0,1,26354,0.0,0.0,0.0,0.0,7397.921698409761,92,92,92
"MWI","MW",3004.0,28965.0,28965.0,"",34.910105,-14.779465,3,"school","mapping",2012,10.0,14.0,44,2,44,0,44,0,1,26618,0.0454545454545454,0.0,0.0,0.0428816466552315,4077.699051151215,93,93,93
"MWI","MW",2986.0,28947.0,28947.0,"",35.2803807,-15.7838358,3,"school","mapping",2018,10.0,14.0,30,1,30,4,30,0,1,27073,0.0333333333333333,0.1333333333333333,0.0,0.1530398322851152,0.0,94,94,95
"MWI","MW",2986.0,28947.0,28947.0,"",35.2803807,-15.7838358,3,"school","mapping",2012,11.0,14.0,30,0,30,0,30,0,1,27072,0.0,0.0,0.0,0.0,0.0,95,95,94
"MWI","MW",3005.0,28966.0,28966.0,"",33.88432,-13.15088,3,"school","sentinel site",2012,6.0,10.0,120,2,120,1,120,0,1,26660,0.0166666666666666,0.0083333333333333,0.0,0.0234538784067085,0.0,96,96,97
"MWI","MW",3005.0,28966.0,28966.0,"",33.88432,-13.15088,3,"school","sentinel site",2015,6.0,11.0,79,3,79,0,79,0,1,26658,0.0379746835443038,0.0,0.0,0.0358251731550035,0.0,97,97,96
"MWI","MW",3005.0,28966.0,28966.0,"",33.88432,-13.15088,3,"school","sentinel site",2017,6.0,11.0,112,1,112,0,112,0,1,26662,0.0089285714285714,0.0,0.0,0.0084231805929919,0.0,98,98,96
"MWI","MW",3005.0,28966.0,28966.0,"",33.88432,-13.15088,3,"school","sentinel site",2016,6.0,11.0,119,0,119,0,119,0,1,26659,0.0,0.0,0.0,0.0,0.0,99,99,96
