"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst"
"SSD","SS",4575.0,44350.0,44350.0,16315.0,29.427625,6.938401667,3,"","",2016,"","",45,3,45,0,45,0,1,13717,0.0666666666666666,0.0,0.0,0.0628930817610062,24570.92463011372,0,0,0
"SSD","SS",4578.0,44371.0,44371.0,"",32.2086111,9.1566667,3,"school","mapping",2018,10.0,14.0,50,0,50,0,50,0,1,36702,0.0,0.0,0.0,0.0,10819.690481956328,1,1,1
"SSD","SS",4578.0,44372.0,44372.0,"",32.0063,9.844183,3,"school","mapping",2018,9.0,15.0,50,0,50,0,50,0,1,36707,0.0,0.0,0.0,0.0,0.0,2,2,80
"SSD","SS",4576.0,44358.0,44358.0,56911.0,27.5119,8.8635397,3,"","",2009,"","",62,0,62,0,62,0,1,13777,0.0,0.0,0.0,0.0,1803.1250719695483,3,3,3
"SSD","SS",4576.0,44360.0,44360.0,56950.0,27.7069,8.65872,3,"","",2009,"","",57,1,57,0,57,0,1,13807,0.0175438596491228,0.0,0.0,0.0165508109897384,4957.265417644677,4,4,4
"SSD","SS",4576.0,44360.0,44360.0,56951.0,27.678699,8.69279,3,"","",2009,"","",53,2,53,0,53,0,1,13804,0.0377358490566037,0.0,0.0,0.0355998576005695,4957.265417644677,5,5,5
"SSD","SS",4578.0,44371.0,44371.0,"",32.160118,9.239817,3,"school","mapping",2018,10.0,14.0,50,0,50,1,50,0,1,36703,0.0,0.02,0.0,0.0188679245283018,10819.690481956328,6,6,6
"SSD","SS",4576.0,44358.0,44358.0,56912.0,27.7537,8.9491196,3,"","",2009,"","",67,0,67,0,67,0,1,13786,0.0,0.0,0.0,0.0,4799.000852947416,7,7,7
"SSD","SS",4576.0,44358.0,44358.0,56913.0,27.528,8.8982697,3,"","",2009,"","",65,2,65,0,65,0,1,13775,0.0307692307692307,0.0,0.0,0.0290275761973875,0.0,8,8,9
"SSD","SS",4576.0,44358.0,44358.0,56913.0,27.528,8.8982697,3,"","",2009,"","",64,1,64,0,64,0,1,13778,0.015625,0.0,0.0,0.0147405660377358,0.0,9,9,8
