iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,geometry,shortest,id,src,dst,self
MRT,MR,3226.0,31058.0,31058.0,adelbegrou,13381.0,-7.033361111,15.53516667,3,,,2015,,,0,0,,,0,0,,,0,0,,,1,9514,POINT (-782950.1774417328 1750954.389710624),41655.309110670976,0,0,220,True
MRT,MR,3227.0,31067.0,31067.0,agargar,13505.0,-10.36677778,16.15180556,3,,,2015,,,109,2,,,109,2,,,109,0,,,1,9547,POINT (-1154024.423636623 1822309.402751416),6.439073002431542,1,1,221,True
MRT,MR,3227.0,31067.0,31067.0,agarghar,13506.0,-10.36677778,16.15175,3,,,2015,,,0,0,,,0,0,,,0,0,,,1,9545,POINT (-1154024.423636623 1822302.963678414),6.439073002431542,2,2,222,True
MRT,MR,3221.0,31043.0,31043.0,aghmamine   ecole aghmamine,13438.0,-11.5499999,15.8666667,3,,,2015,,,50,1,,,50,1,,,50,0,,,1,9501,POINT (-1285740.107530361 1789287.15847331),7440.7786111369805,3,3,223,True
MRT,MR,3221.0,31043.0,31043.0,aguamine,13439.0,-11.52701,15.92703,1,,,2015,,,0,0,,,0,0,,,0,0,,,1,9497,POINT (-1283180.883568973 1796273.971699339),330.6188876563683,4,4,224,True
MRT,MR,3228.0,31068.0,31068.0,akjoujt ville,13377.0,-14.3879205,19.7461122,1,,,2015,,,0,0,,,0,0,,,0,0,,,1,9553,POINT (-1601655.983634102 2242978.561434564),0.0,5,5,8,False
MRT,MR,3228.0,31068.0,31068.0,akjoujt ville   ecole 1,13373.0,-14.3883752,19.7461659,1,,,2015,,,50,3,,,50,1,,,50,0,,,1,9551,POINT (-1601706.600606566 2242984.912756684),51.01389216733759,6,6,226,True
MRT,MR,3228.0,31068.0,31068.0,akjoujt ville   ecole 4,13374.0,-14.3856927,19.7503366,1,,,2015,,,26,0,,,26,0,,,26,0,,,1,9550,POINT (-1601407.986072513 2243478.205302813),557.8053295133187,7,7,227,True
MRT,MR,3228.0,31068.0,31068.0,akjoujt ville   ecole 5,13375.0,-14.3879205,19.7461122,1,,,2015,,,49,2,,,49,0,,,49,0,,,1,9548,POINT (-1601655.983634102 2242978.561434564),0.0,8,8,5,False
MRT,MR,3228.0,31068.0,31068.0,akjoujt ville   ecole 8,13376.0,-14.3879205,19.7461122,1,,,2015,,,47,1,,,47,0,,,47,0,,,1,9549,POINT (-1601655.983634102 2242978.561434564),0.0,9,9,5,False
MRT,MR,3228.0,31068.0,31068.0,al asma,13378.0,-14.38319444,19.74536111,3,,,2015,,,0,0,,,0,0,,,0,0,,,1,9554,POINT (-1601129.881041444 2242889.7271235),533.5498784782646,10,10,230,True
MRT,MR,3220.0,31036.0,31036.0,amdeir,13391.0,-13.02989166,20.50180833,3,,,2015,,,49,3,,,49,0,,,49,0,,,1,9479,POINT (-1450480.904682722 2332572.726187656),1355.5422728830947,11,11,231,True
MRT,MR,3220.0,31035.0,31035.0,aoujeft,13387.0,-13.0594443,19.9622222,3,,,2015,,,0,0,,,0,0,,,0,0,,,1,9474,POINT (-1453770.689519119 2268556.164560724),0.0,12,12,13,False
MRT,MR,3220.0,31035.0,31035.0,aoujeft   ecole 1,13384.0,-13.0594443,19.9622222,3,,,2015,,,51,4,,,51,0,,,51,0,,,1,9471,POINT (-1453770.689519119 2268556.164560724),0.0,13,13,12,False
MRT,MR,3220.0,31035.0,31035.0,aoujeft   ecole 2,13385.0,-13.0594443,19.9622222,3,,,2015,,,48,0,,,48,0,,,48,0,,,1,9475,POINT (-1453770.689519119 2268556.164560724),0.0,14,14,12,False
MRT,MR,3220.0,31035.0,31035.0,aoujeft   ecole 3,13386.0,-13.0594443,19.9622222,3,,,2015,,,50,0,,,50,0,,,50,0,,,1,9476,POINT (-1453770.689519119 2268556.164560724),0.0,15,15,12,False
MRT,MR,3228.0,31068.0,31068.0,asma   ecole asma,13379.0,-14.37513889,19.74536111,3,,,2015,,,50,3,,,50,2,,,50,0,,,1,9552,POINT (-1600233.141317384 2242889.7271235),896.739724059822,16,16,236,True
MRT,MR,3220.0,31036.0,31036.0,atar ville,13394.0,-12.99016667,20.57394444,3,,,2015,,,0,0,,,0,0,,,0,0,,,1,9478,POINT (-1446058.739024154 2341147.916962314),9648.287202068668,17,17,237,True
MRT,MR,3223.0,31051.0,31051.0,bagdad   ecole bagdad,13468.0,-17.03855556,20.94055556,3,,,2015,,,52,3,,,52,1,,,52,0,,,1,9510,POINT (-1896723.3287921 2384791.883431296),1577.930579486735,18,18,238,True
MRT,MR,3229.0,31074.0,31074.0,basra   ecole ahmed zeina,13486.0,-15.99002778,18.07744444,3,,,2015,,,50,8,,,50,1,,,50,1,,,1,9570,POINT (-1780001.750239898 2046615.273978149),0.0,19,19,20,False
MRT,MR,3229.0,31074.0,31074.0,basra   ecole sakho,13487.0,-15.99002778,18.07744444,3,,,2015,,,50,9,,,50,0,,,50,0,,,1,9567,POINT (-1780001.750239898 2046615.273978149),0.0,20,20,19,False
MRT,MR,3226.0,31059.0,31059.0,bassiknou,13405.0,-5.9541824,15.861876,1,,,2015,,,0,0,,,0,0,,,0,0,,,1,9518,POINT (-662816.5528582715 1788732.743612495),821.8050088322489,21,21,241,True
MRT,MR,3226.0,31060.0,31060.0,bneibarie,13424.0,-8.6672,15.8936801,1,,,2015,,,0,0,,,0,0,,,0,0,,,1,9521,POINT (-964828.2906034607 1792413.59354156),43106.61878602375,22,22,242,True
MRT,MR,3221.0,31044.0,31044.0,boughara,13448.0,-12.03712963,16.61425,3,,,2015,,,0,0,,,0,0,,,0,0,,,1,9507,POINT (-1339967.141024226 1875967.286810401),8477.169989776872,23,23,243,True
MRT,MR,3221.0,31044.0,31044.0,boughara   ecole boughara,13447.0,-11.9725,16.55941667,3,,,2015,,,116,0,,,116,2,,,116,0,,,1,9506,POINT (-1332772.603522468 1869598.240694066),9608.648099300572,24,24,244,True
MRT,MR,3223.0,31051.0,31051.0,boulenoir   ecole boulenoir,13469.0,-16.4999999,21.2666667,3,,,2015,,,48,2,,,48,1,,,48,0,,,1,9511,POINT (-1836771.586957065 2423704.295737751),66869.2079131951,25,25,245,True
MRT,MR,3232.0,31084.0,31084.0,breun,,-14.39,17.51,3,,,1994,5.0,14.0,100,0,,,100,4,,,100,9,,,3,30607,POINT (-1601887.472515207 1980273.749130414),0.0,26,26,35,False
MRT,MR,3223.0,31051.0,31051.0,cansado   ecole cansado,13470.0,-17.0347509,20.8518138,1,,,2015,,,35,2,,,35,0,,,35,0,,,1,9512,POINT (-1896299.795978259 2374217.712665659),9331.07741382541,27,27,247,True
MRT,MR,3220.0,31037.0,31037.0,chinghitty   chinghitty 2,13414.0,-12.35666667,20.46,3,,,2015,,,82,7,,,82,0,,,82,0,,,1,9482,POINT (-1375537.841606615 2327604.603319861),0.0,28,28,29,False
MRT,MR,3220.0,31037.0,31037.0,chinghitty   chinghitty 3,13415.0,-12.35666667,20.46,3,,,2015,,,69,6,,,69,3,,,69,2,,,1,9484,POINT (-1375537.841606615 2327604.603319861),0.0,29,29,28,False
MRT,MR,3220.0,31037.0,31037.0,chinghitty   chinghitty1,13416.0,-12.35666667,20.46,3,,,2015,,,104,10,,,104,3,,,104,3,,,1,9483,POINT (-1375537.841606615 2327604.603319861),0.0,30,30,28,False
MRT,MR,3220.0,31037.0,31037.0,chinguitty,13417.0,-12.3664341,20.4615121,1,,,2015,,,0,0,,,0,0,,,0,0,,,1,9481,POINT (-1376625.146940574 2327784.263982678),1102.0484758029077,31,31,251,True
