iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,geometry,shortest,id,src,dst,self
AGO,AO,265,2205,2205,15 povo kidenuco,,15.17431,-8.13575,3,,,2014,5,23,24,0,0.0,0.0,24,0,0.0,0.0,24,0,0.0,0.0,1,20500,POINT (1689196.462339279 -908726.437953664),28626.769228315658,0,0,302,True
AGO,AO,265,2205,2205,19 calumbro,,15.85456,-8.16623,3,,,2014,5,23,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,20504,POINT (1764921.545951403 -912154.0825809488),28585.276337395244,1,1,303,True
AGO,AO,265,2205,2205,24 quilamba,,15.88025,-6.83502,3,,,2014,5,23,30,1,3.333333333,0.0,30,14,0.0,14.28571429,30,2,0.0,100.0,1,20505,POINT (1767781.343669883 -762682.0475995842),5047.683378920528,2,2,304,True
AGO,AO,265,2205,2205,26 zambi,,15.17033,-7.28615,3,,,2014,5,23,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,20507,POINT (1688753.410765922 -813285.4826362054),3525.209494507102,3,3,305,True
AGO,AO,265,2205,2205,30 povo luanda,,15.77557,-7.9243,3,,,2014,5,23,24,0,0.0,0.0,24,0,0.0,0.0,24,0,0.0,0.0,1,20508,POINT (1756128.419373643 -884954.8372187568),19388.699511499533,4,4,306,True
AGO,AO,265,2205,2205,32 senga,,14.99531,-7.04815,3,,,2014,5,23,30,0,0.0,0.0,30,27,0.0,0.0,30,5,0.0,100.0,1,20509,POINT (1669270.273487283 -786582.7798555603),15809.70567217764,5,5,307,True
AGO,AO,265,2205,2205,36 katul,,15.27819,-7.5677,3,,,2014,5,23,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,20510,POINT (1700760.331042884 -844892.6856198282),4811.11103600691,6,6,308,True
AGO,AO,265,2205,2205,64 escola b quinguangua,,14.7722,-7.15951,3,,,2014,5,23,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,20518,POINT (1644433.781896396 -799075.2163850621),22126.118079020107,7,7,309,True
AGO,AO,265,2199,2199,726,,16.20152,-6.5101700000000005,3,,,2014,5,23,30,5,16.66666667,0.0,30,3,0.0,0.0,30,0,0.0,0.0,1,20520,POINT (1803544.956477038 -726273.2403880932),1463.7122057474373,8,8,310,True
AGO,AO,249,2050,2050,bambuca,,13.66638,-8.58268,3,,,2010,0,80,87,1,,,87,7,,,87,1,,,1,29949,POINT (1521334.462587378 -959012.8287025287),1409.2077236617583,9,9,311,True
AGO,AO,265,2193,2193,banza lucunga,,15.18581,-7.39717,3,,,2014,5,23,30,2,6.666666667,0.0,30,16,0.0,0.0,30,6,0.0,100.0,1,20528,POINT (1690476.636483402 -825746.331139578),12579.437678107422,10,10,312,True
AGO,AO,265,2202,2202,bendo,,15.06382,-7.59652,3,,,2014,5,23,30,0,0.0,0.0,30,19,0.0,0.0,30,0,0.0,0.0,1,20535,POINT (1676896.77180153 -848129.2110084576),7768.156234863316,11,11,313,True
AGO,AO,249,2050,2050,boa esperanca i,,13.53501,-8.5995502,3,,,2010,0,80,45,1,,,45,5,,,45,9,,,1,29933,POINT (1506710.421081866 -960912.1216905512),1970.4534675961518,12,12,314,True
AGO,AO,265,2198,2198,bongola,,16.22888,-6.30317,3,,,2014,5,23,30,4,13.33333333,0.0,30,25,0.0,0.0,30,6,0.0,100.0,1,20538,POINT (1806590.657745142 -703085.2826643621),16178.311995979835,13,13,315,True
AGO,AO,265,2204,2204,bzo orige 1,,16.17455,-7.2165,3,,,2014,5,23,30,0,0.0,0.0,30,12,0.0,0.0,30,0,0.0,0.0,1,20541,POINT (1800542.669810343 -805469.5681678669),5882.29584394223,14,14,316,True
AGO,AO,249,2050,2050,cabungo i,,13.54202,-8.57368,3,,,2010,0,80,50,1,,,50,3,,,50,3,,,1,29936,POINT (1507490.770712327 -957999.6187651531),1634.683991400174,15,15,317,True
AGO,AO,249,2050,2050,cabungo ii,,13.52756,-8.57115,3,,,2010,0,80,32,0,,,32,1,,,32,1,,,1,29946,POINT (1505881.090875456 -957714.7985156775),1634.683991400174,16,16,318,True
AGO,AO,249,2050,2050,capredio 1,,13.772,-8.3879995,3,,,2010,0,80,32,4,,,32,0,,,32,4,,,1,29923,POINT (1533092.027204964 -937101.231696323),7841.479696080958,17,17,319,True
AGO,AO,249,2050,2050,capredio 2,,13.82,-8.4390001,3,,,2010,0,80,7,0,,,7,0,,,7,1,,,1,29951,POINT (1538435.362763041 -942840.3578439032),6243.778281781149,18,18,320,True
AGO,AO,265,2197,2197,catulo,,15.10093,-7.67832,3,,,2014,5,23,30,0,0.0,0.0,30,26,0.0,3.846153846,30,0,0.0,0.0,1,20548,POINT (1681027.838104869 -857316.6483549423),10073.46582851,19,19,321,True
