iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,geometry,shortest,id,src,dst,self
CIV,CI,1608.0,15329.0,15329.0,abidjan,,-4.032,5.334,3,,,1994.0,4.0,15.0,1001,63,,,1001,165,,,1001,234,,,3,28682,POINT (-448840.186878479 594637.7236443803),0.0,0,0,1,False
CIV,CI,1608.0,15329.0,15329.0,abidjan,,-4.032,5.334,3,,,1992.0,15.0,44.0,388,167,,,388,96,,,388,96,,,3,30052,POINT (-448840.186878479 594637.7236443803),0.0,1,1,0,False
CIV,CI,1609.0,15339.0,15339.0,abri 2000 2,,-3.9443,5.30547,3,school,mapping,2014.0,7.0,13.0,30,0,0.0,0.0,30,0,0.0,0.0,30,4,0.0,0.0,1,23838,POINT (-439077.467535909 591448.0400064327),4.019002771450982,2,2,1304,True
CIV,CI,1611.0,15349.0,15349.0,adaou,,-4.85478,6.54992,3,school,mapping,2014.0,7.0,12.0,30,15,0.0,0.1333,30,0,0.0,0.0,30,1,0.0,0.0,1,23923,POINT (-540431.6375133686 730727.0851928177),12582.80882829328,3,3,1305,True
CIV,CI,1618.0,15378.0,15378.0,aeeci pelezi 1,,-6.4854,7.16551,3,school,mapping,2014.0,7.0,14.0,32,6,0.0,0.0,32,0,0.0,0.0,32,0,0.0,0.0,1,24420,POINT (-721951.4255906965 799748.3864141667),577.3819520490059,4,4,1306,True
CIV,CI,1610.0,15342.0,15342.0,agboville,,-4.2230836,5.9354963,1,,,2001.0,5.0,15.0,360,54,,,360,20,,,360,49,,,2,30043,POINT (-470111.5159294246 661921.4113041407),12713.03721356075,5,5,1307,True
CIV,CI,1619.0,15379.0,15379.0,agni extension,,-3.47577,6.7251,3,school,mapping,2014.0,7.0,13.0,31,2,0.0,0.0,31,0,0.0,0.0,31,0,0.0,0.0,1,24435,POINT (-386920.9465145365 750359.6323379743),2171.4772223079494,6,6,1308,True
CIV,CI,1610.0,15346.0,15346.0,ahouaty,,-4.972778,6.109444,3,,,2010.0,40.0,83.0,8,6,,,8,0,,,8,2,,,1,28670,POINT (-553567.1147879934 681392.6534857242),3139.132776723261,7,7,1309,True
CIV,CI,1609.0,15340.0,15340.0,aliodan 4,,-3.96316,5.30748,3,school,mapping,2014.0,7.0,13.0,33,0,0.0,0.0,33,2,0.0,0.0,33,16,0.0,0.0,1,23853,POINT (-441176.9531322701 591672.7552556384),592.9136280424472,8,8,1310,True
CIV,CI,1610.0,15346.0,15346.0,amani m?acnou,50686.0,-4.9830561,6.083333,3,,,2010.0,,,15,4,,,15,0,,,15,1,,,1,2544,POINT (-554711.2676463156 678469.4585167406),0.0,9,9,10,False
CIV,CI,1610.0,15346.0,15346.0,amani menou,,-4.9830561,6.083333,3,,,2010.0,26.0,64.0,15,4,,,15,0,,,15,1,,,1,28672,POINT (-554711.2676463156 678469.4585167406),0.0,10,10,9,False
CIV,CI,1609.0,15337.0,15337.0,anyama adjame 2,,-4.035,5.48784,3,school,mapping,2014.0,7.0,14.0,31,0,0.0,0.0,31,1,0.0,0.0323,31,0,0.0,0.0,1,23808,POINT (-449174.1453508589 611839.7714904984),1237.6110118684412,11,11,1313,True
CIV,CI,1609.0,15337.0,15337.0,azaguie m'brome,50673.0,-4.082323,5.6289403,1,,,2011.0,,,118,12,,,118,6,,,118,17,,,1,2530,POINT (-454442.1176136689 627621.1932470178),7769.968531789473,12,12,1314,True
CIV,CI,1610.0,15342.0,15342.0,azaguie m'brome,,-4.143889,5.661667,4,,,2011.0,0.0,5.0,118,12,,,118,6,,,118,17,,,1,28826,POINT (-461295.6133838476 631282.0683764289),7769.968531789473,13,13,1315,True
CIV,CI,1610.0,15345.0,15345.0,azaguie? irfa,,-4.61625,5.602917,4,,,2008.0,6.0,15.0,112,62,,,112,32,,,112,45,,,1,28685,POINT (-513878.5993744491 624710.3212086123),5984.769977875767,14,14,1316,True
CIV,CI,1608.0,15334.0,15334.0,bad port bouet 2a,,-4.0966,5.34966,3,school,mapping,2014.0,7.0,13.0,30,1,0.0,0.0,30,1,0.0333,0.0,30,0,0.0,0.0,1,23763,POINT (-456031.4259837245 596388.5908997084),304.4030902072044,15,15,1317,True
CIV,CI,1612.0,15351.0,15351.0,bondoukou,,-2.8,8.04,3,,,1987.0,3.0,15.0,396,82,,,396,58,,,396,18,,,3,30051,POINT (-311694.574221166 897960.5116301198),900.5900619224303,16,16,1318,True
CIV,CI,1609.0,15339.0,15339.0,club des mignons,,-3.91136,5.24552,3,school,mapping,2014.0,8.0,14.0,31,1,0.0,0.0,31,0,0.0,0.0,31,2,0.0,0.0,1,23839,POINT (-435410.6035091785 584746.0473425807),906.5590724424766,17,17,1319,True
CIV,CI,1624.0,15399.0,15399.0,dikodougou 1,,-5.4618400000000005,9.04256,3,school,mapping,2014.0,8.0,13.0,32,0,0.0,0.0,32,0,0.0,0.0,32,0,0.0,0.0,1,24782,POINT (-608009.2475943334 1010818.159662478),14605.964872664572,18,18,1320,True
CIV,CI,1611.0,15347.0,15347.0,ep tie n'diekro,,-4.76376,7.42884,3,school,mapping,2014.0,8.0,13.0,30,9,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,23882,POINT (-530299.337461365 829301.5341920629),3964.7616384548714,19,19,1321,True
CIV,CI,1609.0,15337.0,15337.0,epc anyama,,-4.0504,5.50071,3,school,mapping,2014.0,7.0,13.0,31,0,0.0,0.0,31,2,0.0,0.0323,31,1,0.0,0.0,1,23810,POINT (-450888.4655090753 613279.0657886653),369.78497542497445,20,20,1322,True
CIV,CI,1623.0,15392.0,15392.0,epc arrah filles 1,,-3.9692,6.67602,3,school,mapping,2014.0,8.0,13.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,24667,POINT (-441849.3228566615 744858.4960975397),17134.755940836156,21,21,1323,True
